   tau1     tau2   tau3   tau4  tau5   tau6   t1
1.749999999999980738e-01  -6.531249999999974021e-01  3.881250000000030509e-01  -8.024999999999976596e-01  1.179250000000006571e+00  1.314124999999999321e+00  1.004485702514648438e+01
7.552499999999989777e-01  -2.057874999999998789e+00  2.339249999999997609e+00  1.141625000000000334e+00  1.684249999999998249e+00  3.331250000000035572e-01  1.009760594367980957e+01
2.442500000000000338e+00  -5.397499999999993969e-01  8.023749999999992832e-01  1.555125000000000979e+00  1.843999999999998307e+00  6.709999999999910480e-01  1.017594289779663086e+01
-8.366250000000005071e-01  3.759874999999999190e+00  -3.452874999999997474e+00  -2.227625000000000188e+00  -3.381499999999995509e+00  4.380000000000078275e-01  1.027368688583374023e+01
-2.203999999999997517e+00  3.516249999999943032e-01  1.518749999999957634e-01  1.390250000000002650e+00  9.456250000000002487e+00  -6.020000000000053086e-01  1.037131094932556152e+01
8.587499999999914646e-02  -4.480125000000001023e+00  4.699374999999998970e+00  4.390125000000000277e+00  -2.589500000000001467e+00  -5.343750000000035971e-01  1.044374704360961914e+01
1.388125000000000497e+00  -1.712999999999999190e+00  1.881499999999999506e+00  1.154499999999999194e+00  -4.101125000000000576e+00  -3.917499999999962679e-01  1.052453494071960449e+01
3.031249999999943712e-01  -3.997499999999973297e-01  4.628749999999979825e-01  3.555000000000016480e-01  -2.021750000000002601e+00  -4.200000000000037037e-01  1.058335804939270020e+01
5.887499999999989964e-01  -5.163750000000029150e-01  6.052500000000016200e-01  7.746250000000010072e-01  -3.584999999999977094e-01  -5.643750000000058442e-01  1.064609503746032715e+01
9.524999999999950173e-01  -7.671250000000003899e-01  9.125000000000000888e-01  1.105124999999998359e+00  2.467500000000039106e-01  -4.821249999999999147e-01  1.069538187980651855e+01
7.616250000000018838e-01  -8.166250000000013776e-01  9.315000000000017710e-01  1.008749999999995817e+00  4.396249999999990443e-01  -3.397499999999997744e-01  1.073952698707580566e+01
2.876249999999996865e-01  -5.082499999999947615e-01  7.348749999999959481e-01  7.552499999999989777e-01  5.797499999999968789e-01  -3.341250000000045572e-01  1.079499888420104980e+01
2.566249999999964393e-01  -2.182500000000031637e-01  3.511250000000007421e-01  4.242500000000010152e-01  4.795000000000007589e-01  -4.228750000000031095e-01  1.084607291221618652e+01
3.118749999999961831e-01  3.925000000000455902e-02  7.737500000000452349e-02  -3.374999999999905853e-03  3.888749999999968621e-01  -1.093749999999948930e-01  1.089772605895996094e+01
9.499999999999786393e-02  1.317499999999999227e-01  -8.749999999999730216e-02  -2.018750000000041345e-01  5.031250000000000444e-01  -5.312499999999970024e-01  1.093909096717834473e+01
-1.421249999999998903e-01  2.597499999999960951e-01  -2.398750000000005045e-01  -1.863749999999955720e-01  6.665000000000004254e-01  -6.447499999999994902e-01  1.098573899269104004e+01
-6.725000000000480593e-02  3.886250000000035509e-01  -3.828749999999978004e-01  -4.031250000000041744e-01  8.571250000000002478e-01  -7.177499999999961133e-01  1.103569602966308594e+01
-2.662499999999540234e-02  4.518749999999974176e-01  -3.785000000000038334e-01  -5.272499999999998854e-01  1.004749999999998700e+00  -6.774999999999975486e-01  1.108380699157714844e+01
-1.061249999999985816e-01  5.609999999999989440e-01  -5.490000000000008207e-01  -5.916249999999984022e-01  1.094249999999999723e+00  -6.195000000000019380e-01  1.112520599365234375e+01
9.762500000000395861e-02  6.176250000000000906e-01  -6.341249999999992726e-01  -7.441249999999982601e-01  1.161874999999999769e+00  -6.582499999999991136e-01  1.116949200630187988e+01
7.524999999999892886e-02  6.831249999999996492e-01  -6.543749999999987077e-01  -7.322499999999967368e-01  1.121874999999999956e+00  -6.187499999999942490e-01  1.122491908073425293e+01
6.162499999999571099e-02  7.330000000000009841e-01  -7.725000000000022959e-01  -8.625000000000021538e-01  1.105250000000000288e+00  -6.173749999999963434e-01  1.128705000877380371e+01
1.033499999999999641e+00  9.038750000000000950e-01  -9.768750000000020473e-01  -1.063874999999998794e+00  1.430374999999999286e+00  -6.792499999999992433e-01  1.134194207191467285e+01
1.461000000000003851e+00  1.278624999999999456e+00  -1.299124999999999863e+00  -1.409124999999997074e+00  1.586625000000001284e+00  -6.293749999999944666e-01  1.139073204994201660e+01
1.096125000000003347e+00  1.322250000000000592e+00  -1.318375000000000075e+00  -1.376000000000000556e+00  1.356250000000003286e+00  -5.208750000000005320e-01  1.144928097724914551e+01
5.970000000000003082e-01  1.143875000000000863e+00  -1.225750000000000339e+00  -1.294374999999999831e+00  1.023249999999996440e+00  -5.058749999999994085e-01  1.149039387702941895e+01
2.512500000000084110e-02  8.408750000000013713e-01  -9.282500000000002416e-01  -1.119624999999999870e+00  7.546250000000017666e-01  -4.957499999999996354e-01  1.154058599472045898e+01
-4.050000000000025802e-01  6.529999999999973603e-01  -6.932499999999993667e-01  -8.412499999999999423e-01  7.421250000000031433e-01  -4.446250000000005476e-01  1.158176708221435547e+01
-5.216249999999977849e-01  5.328749999999986553e-01  -5.012499999999981970e-01  -6.965000000000008962e-01  6.971249999999997726e-01  -3.882499999999997065e-01  1.163001608848571777e+01
-5.982500000000084972e-01  4.532499999999987650e-01  -5.557500000000006324e-01  -6.112499999999971845e-01  6.678749999999983311e-01  -3.508750000000004921e-01  1.167397689819335938e+01
-7.439999999999946656e-01  4.664999999999981384e-01  -5.578749999999993436e-01  -5.408749999999996616e-01  2.628750000000026898e-01  -2.806249999999996247e-01  1.172115802764892578e+01
-7.742500000000041016e-01  4.592500000000013238e-01  -4.253750000000021125e-01  -4.458749999999983560e-01  7.749999999999424016e-02  -2.686249999999997806e-01  1.175706005096435547e+01
-8.786249999999939941e-01  2.762499999999987188e-01  -2.892500000000012839e-01  -3.258749999999997482e-01  -1.457500000000000462e-01  -2.581249999999996603e-01  1.179090690612792969e+01
-1.048124999999996865e+00  9.712500000000345857e-02  -1.437500000000049849e-01  -2.060000000000013209e-01  -4.279999999999978266e-01  -2.393750000000000044e-01  1.182710886001586914e+01
-1.138374999999997028e+00  -7.337500000000052314e-02  8.500000000000174083e-02  -1.775000000000040434e-02  -6.512499999999989964e-01  -2.094999999999996032e-01  1.186051988601684570e+01
-1.175374999999999392e+00  -2.223749999999968807e-01  2.172500000000021636e-01  7.537499999999905387e-02  -8.153750000000000719e-01  -2.144999999999994134e-01  1.189194488525390625e+01
0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  1.192764687538146973e+01
-1.203375000000006523e+00  -4.136250000000007976e-01  3.088750000000001217e-01  2.833750000000023750e-01  -9.530000000000024007e-01  -1.806250000000002298e-01  1.196869087219238281e+01
-8.803749999999956888e-01  -4.458750000000017977e-01  3.507500000000003393e-01  2.187500000000001943e-01  -9.346250000000013713e-01  -1.342499999999998139e-01  1.200525307655334473e+01
-8.437499999999972244e-01  -3.893750000000008038e-01  3.926249999999971152e-01  2.264999999999975366e-01  -9.886249999999998650e-01  -1.514999999999997182e-01  1.204089593887329102e+01
-8.461249999999961302e-01  -4.141249999999978004e-01  3.678750000000001186e-01  2.724999999999984102e-01  -8.617500000000013483e-01  -1.321250000000002978e-01  1.207693600654602051e+01
-8.250000000000028422e-01  -4.699999999999981970e-01  4.757500000000004503e-01  3.741249999999994302e-01  -7.961249999999981952e-01  -1.407499999999993756e-01  1.210980200767517090e+01
9.512500000000145839e-02  -7.750000000000811795e-03  2.700000000000271627e-02  1.887499999999806000e-02  -3.324999999999855849e-02  2.837499999999975459e-02  1.214242601394653320e+01
1.500000000000001159e-02  5.874999999999993942e-03  1.337499999999998586e-02  1.066249999999999976e-01  -4.296249999999999791e-01  -3.389999999999999680e-01  1.295419597625732422e+01
2.087500000000000466e-02  -8.750000000000077161e-04  -3.749999999999999861e-02  2.714999999999999636e-01  1.420000000000000151e-01  2.252500000000000058e-01  1.301288890838623047e+01
1.539999999999999980e-01  -1.275000000000000022e-01  1.908749999999999891e-01  -2.712499999999999911e-01  8.349999999999999090e-02  6.239999999999999991e-01  1.304193186759948730e+01
9.831249999999998046e-01  -1.063875000000000126e+00  1.311874999999999680e+00  -3.440000000000000280e-01  4.332499999999999685e-01  4.481249999999997180e-01  1.307304406166076660e+01
1.223375000000000545e+00  -1.406250000000001110e+00  1.699125000000000885e+00  -6.148749999999999494e-01  4.633749999999999813e-01  1.368124999999999591e+00  1.311288595199584961e+01
1.064499999999999558e+00  -1.307375000000001286e+00  1.578124999999999556e+00  -1.259999999999998066e-01  3.726249999999999840e-01  1.164124999999998522e+00  1.315202498435974121e+01
8.277500000000020952e-01  -1.005000000000002336e+00  1.292749999999998733e+00  -2.015000000000002900e-01  -3.376249999999999529e-01  8.263749999999971951e-01  1.319227600097656250e+01
7.045000000000002371e-01  -9.798750000000016058e-01  1.096875000000004041e+00  -2.244999999999998663e-01  5.937500000000001804e-02  6.849999999999980549e-01  1.322800087928771973e+01
5.820000000000026263e-01  -8.254999999999997895e-01  1.031249999999997335e+00  -1.799999999999996048e-01  5.583750000000000657e-01  5.251249999999978435e-01  1.325291204452514648e+01
3.709999999999997744e-01  -5.822499999999993792e-01  7.407499999999983542e-01  -1.213749999999999551e-01  1.532499999999999696e-01  3.436250000000001803e-01  1.328693509101867676e+01
3.117499999999995275e-01  -4.241250000000043596e-01  5.636249999999981553e-01  -6.287499999999955624e-02  2.988750000000000018e-01  2.986249999999968097e-01  1.332348108291625977e+01
1.221250000000007052e-01  -2.729999999999954685e-01  3.527499999999988978e-01  -3.362500000000066824e-02  -5.197500000000000453e-01  1.282499999999998919e-01  1.335579705238342285e+01
1.331250000000012979e-01  -1.937499999999994782e-01  3.568749999999995537e-01  -2.874999999999405809e-03  -8.162499999999998923e-02  1.297500000000013920e-01  1.338562107086181641e+01
4.625000000000115130e-02  -1.105000000000064264e-01  1.878750000000040110e-01  1.125000000000084266e-02  -3.817500000000000338e-01  -3.124999999999655831e-03  1.341203403472900391e+01
3.200000000000077782e-02  -3.000000000003000267e-03  2.475000000000393552e-02  5.324999999999947831e-02  -3.174999999999987554e-02  -8.874999999999855227e-02  1.344452786445617676e+01
5.325000000000121303e-02  6.187500000000289990e-02  -9.562500000000195843e-02  5.412500000000035338e-02  5.658750000000000169e-01  -1.002499999999996450e-01  1.347954607009887695e+01
-2.190000000000004443e-01  1.320000000000001728e-01  -2.563750000000031282e-01  4.924999999999981476e-02  5.490000000000000435e-01  -2.441250000000012854e-01  1.351999902725219727e+01
-2.786250000000010663e-01  1.983750000000006342e-01  -2.746250000000005631e-01  6.399999999999982092e-02  -3.975000000000000755e-01  -2.863749999999984364e-01  1.355759406089782715e+01
-2.303749999999979425e-01  2.507500000000009721e-01  -3.963749999999974238e-01  5.337500000000047068e-02  4.228749999999999454e-01  -2.706250000000000044e-01  1.358870196342468262e+01
-3.241249999999979980e-01  3.620000000000012097e-01  -4.053749999999994857e-01  5.849999999999952460e-02  -4.084999999999999742e-01  -3.341250000000010600e-01  1.362180995941162109e+01
-4.511250000000001092e-01  5.632499999999978080e-01  -6.302499999999988667e-01  1.275000000000000022e-01  4.054999999999999716e-01  -4.527500000000017621e-01  1.370398306846618652e+01
-3.552500000000013980e-01  5.175000000000006262e-01  -7.076249999999963958e-01  4.374999999999951844e-02  -5.244999999999999662e-01  -4.298749999999996740e-01  1.373572707176208496e+01
-4.886249999999994764e-01  5.439999999999993729e-01  -7.041249999999998899e-01  8.837499999999991196e-02  -9.575000000000001565e-02  -3.981250000000026157e-01  1.377328991889953613e+01
-3.726249999999979301e-01  5.221249999999982849e-01  -4.713749999999995444e-01  1.079999999999995824e-01  -1.436249999999999749e-01  -4.112499999999983946e-01  1.380472087860107422e+01
-3.595000000000004303e-01  4.575000000000030154e-01  -6.114999999999974900e-01  4.525000000000015121e-02  6.302500000000000879e-01  -3.560000000000004272e-01  1.383584904670715332e+01
4.212500000000049538e-02  4.224999999999715095e-02  4.399999999999890110e-02  6.475000000000014078e-02  -2.951249999999999707e-01  1.050000000000009259e-02  1.386976599693298340e+01
0.000000000000000000e+00  2.613749999999999685e-01  -1.150000000000000848e-02  2.526249999999999885e-01  3.192499999999999782e-01  -5.398749999999999938e-01  1.469377088546752930e+01
-2.325000000000001024e-02  -2.701249999999999485e-01  -3.449999999999999595e-02  -1.081249999999999850e-01  -5.037499999999999617e-02  -4.578749999999999765e-01  1.473576903343200684e+01
2.987499999999999531e-02  1.987499999999999822e-01  2.150000000000000869e-02  -1.492499999999999938e-01  -3.925000000000000155e-01  3.861249999999999960e-01  1.476000595092773438e+01
-2.558749999999999636e-01  1.377000000000000002e+00  -1.554999999999999938e+00  -7.999999999999998779e-02  -4.174999999999999545e-02  -7.412499999999999645e-01  1.479038286209106445e+01
-3.799999999999998934e-01  1.858624999999999972e+00  -2.422500000000001208e+00  2.462499999999999412e-01  4.424999999999999489e-01  -4.811249999999997473e-01  1.481897902488708496e+01
-4.204999999999998739e-01  1.879624999999999213e+00  -2.686500000000001442e+00  8.144999999999992246e-01  -2.912500000000001546e-02  -5.189999999999999059e-01  1.485978889465332031e+01
-4.347500000000002474e-01  1.911499999999999977e+00  -2.635375000000002466e+00  6.496250000000008962e-01  2.813749999999999307e-01  -3.903750000000000830e-01  1.489800190925598145e+01
-3.272499999999994302e-01  1.581499999999999462e+00  -2.338125000000003340e+00  5.402499999999990088e-01  4.141249999999999654e-01  -3.684999999999998832e-01  1.494009590148925781e+01
-2.532499999999999751e-01  1.371125000000000815e+00  -2.085250000000003823e+00  3.746249999999999303e-01  -3.311250000000000582e-01  -2.123749999999990090e-01  1.497593688964843750e+01
-2.120000000000003826e-01  1.160000000000001252e+00  -1.721750000000007885e+00  2.949999999999983746e-01  4.011250000000000093e-01  -2.005000000000010107e-01  1.500949406623840332e+01
-2.232499999999994766e-01  9.587500000000012124e-01  -1.600249999999997508e+00  3.310000000000014042e-01  3.647500000000000742e-01  -1.841250000000002607e-01  1.504323792457580566e+01
-1.708749999999991387e-01  7.751250000000015072e-01  -1.372375000000009004e+00  2.137500000000021327e-01  1.579999999999999460e-01  -1.283750000000000169e-01  1.507385706901550293e+01
-1.045000000000004259e-01  5.773750000000049676e-01  -9.183749999999990532e-01  1.786250000000016991e-01  2.351249999999998619e-01  -1.762500000000027933e-02  1.510318398475646973e+01
-6.387500000000143063e-02  4.897499999999971321e-01  -7.891250000000016307e-01  1.378749999999991094e-01  2.396249999999998104e-01  -7.012499999999900757e-02  1.513670492172241211e+01
-4.037499999999874523e-02  3.491249999999987419e-01  -5.938749999999937135e-01  4.712500000000202638e-02  1.901249999999999607e-01  -2.862499999999913725e-02  1.516724395751953125e+01
-2.649999999999874678e-02  5.424999999999180478e-02  -1.441249999999949516e-01  2.424999999999996603e-02  -1.296250000000001845e-01  -3.875000000000058953e-02  1.519909906387329102e+01
7.212499999999927303e-02  1.722500000000126708e-01  -6.737500000000840039e-02  9.775000000000061418e-02  -1.363749999999999962e-01  -1.887499999999979472e-02  1.522981786727905273e+01
2.299999999999871592e-02  2.326250000000001927e-01  -9.800000000000086420e-02  2.024999999999943512e-02  -2.372500000000000442e-01  -1.750000000000015432e-03  1.526283502578735352e+01
7.500000000000041356e-02  -2.237500000000502975e-02  8.287499999999614619e-02  5.137499999999933786e-02  -3.422500000000001097e-01  1.274999999999887335e-02  1.529117798805236816e+01
1.800000000000065437e-02  1.950000000000562395e-02  1.553749999999992637e-01  8.387500000000061573e-02  1.737499999999999600e-01  6.524999999999933631e-02  1.532514500617980957e+01
1.158749999999996588e-01  -2.003749999999887565e-01  3.693749999999912381e-01  -3.099999999999977773e-02  7.572499999999999787e-01  7.024999999999913258e-02  1.535739898681640625e+01
1.393750000000006095e-01  -4.143750000000084865e-01  7.944999999999896589e-01  -6.549999999999958633e-02  6.126249999999998641e-01  1.402499999999997360e-01  1.539647507667541504e+01
8.362499999999863098e-02  -5.562500000000011324e-01  8.533750000000034364e-01  -1.601250000000005447e-01  -7.962500000000005684e-02  9.575000000000034872e-02  1.543836903572082520e+01
2.339999999999998193e-01  -1.270250000000000545e+00  2.130750000000000810e+00  -3.158750000000001834e-01  -9.525000000000005684e-02  2.478749999999998177e-01  1.547397494316101074e+01
1.308750000000007685e-01  -5.192499999999988791e-01  8.783750000000006830e-01  -8.662499999999989653e-02  -9.175000000000002598e-02  1.151250000000006435e-01  1.550859093666076660e+01
1.407500000000002360e-01  -5.607500000000056328e-01  8.802500000000129665e-01  -1.729999999999995430e-01  4.689999999999999725e-01  1.034999999999994258e-01  1.554345107078552246e+01
1.047500000000006759e-01  -4.953749999999992881e-01  8.783750000000006830e-01  -1.277499999999993918e-01  1.297500000000000320e-01  1.183750000000004243e-01  1.557553887367248535e+01
1.089999999999997221e-01  -6.461250000000042792e-01  9.527500000000022062e-01  -1.652499999999987312e-01  -4.932499999999999662e-01  8.299999999999974065e-02  1.560940289497375488e+01
1.233749999999993463e-01  -5.308750000000000968e-01  9.237500000000009592e-01  -1.239999999999991109e-01  -3.957499999999999907e-01  8.974999999999955236e-02  1.564314389228820801e+01
1.638749999999999651e-01  -6.068749999999997202e-01  1.026375000000002924e+00  -1.252500000000003610e-01  4.558749999999999747e-01  1.337500000000001743e-01  1.568150997161865234e+01
1.081249999999997075e-01  -7.541249999999943832e-01  1.149249999999997440e+00  -2.267500000000012561e-01  -4.427499999999999769e-01  1.086249999999993471e-01  1.570994901657104492e+01
1.454999999999997962e-01  -6.942500000000003668e-01  1.040750000000000064e+00  -1.959999999999999798e-01  -3.995000000000000218e-01  1.453749999999996712e-01  1.574875903129577637e+01
1.292500000000000315e-01  -6.382499999999998730e-01  9.433750000000031832e-01  -1.256250000000007361e-01  -5.337499999999998496e-02  8.387499999999974143e-02  1.579038190841674805e+01
1.087500000000003325e-01  -6.448749999999960902e-01  8.881249999999965006e-01  -2.766249999999990661e-01  -4.496250000000000524e-01  1.196249999999999397e-01  1.582444000244140625e+01
1.289999999999997815e-01  -6.013750000000012141e-01  9.093749999999969358e-01  -2.252499999999997560e-01  -2.838750000000000440e-01  9.125000000000017819e-02  1.586174106597900391e+01
1.153750000000000192e-01  -6.031249999999994671e-01  7.387499999999963540e-01  -2.753749999999995923e-01  1.839999999999999136e-01  8.262499999999936562e-02  1.589883804321289062e+01
2.725000000000036421e-02  6.937499999999999223e-02  -3.599999999999783928e-02  1.849999999999941969e-02  4.716250000000000164e-01  -6.487499999999982170e-02  1.592929196357727051e+01
0.000000000000000000e+00  5.012499999999999595e-02  2.537499999999998090e-02  -5.316250000000000142e-01  -2.806249999999999578e-01  -4.298750000000000071e-01  1.674592208862304688e+01
-1.499999999999999771e-02  2.387499999999999692e-02  7.124999999999996787e-03  3.647500000000000187e-01  -1.886249999999999871e-01  -4.226250000000000284e-01  1.683787703514099121e+01
1.227874999999999384e+00  -3.160374999999999712e+00  3.380375000000001240e+00  9.234999999999999876e-01  5.113124999999997478e+00  -3.204999999999999627e+00  1.691299295425415039e+01
-1.402874999999999650e+00  -3.648249999999998661e+00  3.986375000000000224e+00  2.119125000000001258e+00  -1.630500000000000060e+00  -2.661624999999993690e+00  1.698011302947998047e+01
-2.346249999999999947e+00  -2.593749999999992006e+00  2.850000000000005418e+00  2.122499999999999165e+00  -4.966000000000001968e+00  -1.699624999999996167e+00  1.703328704833984375e+01
-2.184750000000002412e+00  -1.563750000000002638e+00  1.819500000000001672e+00  1.539500000000006086e+00  -4.298124999999999751e+00  -1.039250000000005336e+00  1.708430409431457520e+01
-1.946625000000000494e+00  -1.411000000000009358e+00  1.514500000000001956e+00  7.600000000000036726e-01  -2.822874999999998913e+00  -7.793749999999988187e-01  1.713550496101379395e+01
-1.775249999999999106e+00  -1.210249999999996051e+00  1.271875000000005640e+00  -3.632500000000024598e-01  -1.925375000000000059e+00  -5.765000000000075620e-01  1.718629097938537598e+01
-1.742874999999997954e+00  -1.000249999999994088e+00  1.170500000000004759e+00  -9.185000000000026477e-01  -1.325500000000000345e+00  -4.132499999999900142e-01  1.723635792732238770e+01
-1.711624999999994401e+00  -6.196249999999986491e-01  7.417499999999993543e-01  -9.110000000000020304e-01  -6.442499999999989901e-01  -1.047499999999867981e-01  1.728925108909606934e+01
-2.057374999999999954e+00  -4.027500000000072689e-01  4.382499999999872609e-01  -4.500000000000024536e-01  1.312500000000271783e-02  -1.104999999999994875e-01  1.734682297706604004e+01
-2.121999999999998998e+00  -3.072499999999950271e-01  3.764999999999879554e-01  -5.136250000000002203e-01  4.625000000000045741e-01  6.050000000000499423e-02  1.740786695480346680e+01
-1.338749999999999662e+00  -1.555000000000028582e-01  1.732500000000136708e-01  3.506250000000002420e-01  1.999999999999918510e-02  1.685000000000019815e-01  1.746192407608032227e+01
-1.424999999999343459e-02  2.675000000000593570e-02  -3.133749999999768665e-01  1.013624999999997112e+00  -1.082374999999996534e+00  2.203750000000087583e-01  1.752012896537780762e+01
1.823875000000002577e+00  1.142500000000004512e+00  -3.141250000000123110e-01  5.729999999999970672e-01  -1.547000000000006592e+00  6.372500000000058673e-01  1.761791706085205078e+01
-2.783000000000007468e+00  2.474250000000011163e+00  -2.042374999999998941e+00  -7.922500000000012310e-01  -1.190874999999993911e+00  7.382500000000097318e-01  1.769335007667541504e+01
-5.522500000000041265e-01  1.678999999999999826e+00  -2.297624999999997364e+00  -1.228250000000000064e+00  1.208000000000000629e+00  5.712499999999814948e-02  1.776885986328125000e+01
-2.000000000000057288e-01  1.161624999999999464e+00  -1.826500000000008672e+00  -1.015999999999999570e+00  2.224000000000003752e+00  -2.375000000000015987e-01  1.781405997276306152e+01
-5.750000000000060618e-01  1.124625000000003983e+00  -1.401499999999999968e+00  -8.398750000000003713e-01  2.576500000000009116e+00  -1.737500000000002931e-02  1.785921597480773926e+01
-6.432500000000118678e-01  1.129375000000001794e+00  -1.325874999999990145e+00  -8.470000000000005302e-01  2.402874999999998540e+00  -4.762500000000252642e-02  1.790618896484375000e+01
-1.926250000000018225e-01  1.201874999999998028e+00  -1.331999999999999851e+00  -1.099750000000000005e+00  2.309249999999998693e+00  -2.238749999999983809e-01  1.795616602897644043e+01
1.252499999999934222e-01  1.191999999999998616e+00  -1.411000000000002474e+00  -1.134749999999999481e+00  2.145375000000001364e+00  -1.947500000000074172e-01  1.799146890640258789e+01
2.619999999999844675e-01  1.427875000000002004e+00  -1.494874999999999732e+00  -1.394625000000000226e+00  2.301249999999997797e+00  -1.156249999999942046e-01  1.802651095390319824e+01
6.882500000000013607e-01  1.548375000000001167e+00  -1.652374999999997485e+00  -1.522625000000001450e+00  2.341250000000000497e+00  -1.137500000000096767e-01  1.807070899009704590e+01
1.023750000000003713e+00  1.526499999999998414e+00  -1.707000000000000073e+00  -1.420125000000001192e+00  2.024000000000000021e+00  6.325000000000080558e-02  1.812020087242126465e+01
1.962374999999988434e+00  1.216999999999999638e+00  -1.491624999999999757e+00  -1.030625000000000346e+00  1.468999999999998085e+00  3.884999999999999565e-01  1.822655892372131348e+01
2.961500000000005794e+00  -2.006249999999994149e-01  1.863749999999999019e-01  -1.091500000000002135e+00  1.718625000000001402e+00  3.666250000000023657e-01  1.831268095970153809e+01
2.270000000000001350e+00  2.725000000000123157e-02  -1.088750000000000273e-01  -8.311250000000020011e-01  1.225749999999997675e+00  4.714999999999996971e-01  1.835909986495971680e+01
1.803374999999995953e+00  1.046000000000000041e+00  -1.071499999999999897e+00  -5.446249999999999147e-01  9.160000000000001474e-01  3.508750000000004921e-01  1.840347194671630859e+01
1.265874999999999639e+00  1.503875000000001627e+00  -1.554124999999999979e+00  -2.018749999999971956e-01  5.687499999999997558e-01  3.136249999999979332e-01  1.844782900810241699e+01
1.092499999999999805e+00  1.127875000000000405e+00  -1.238374999999999782e+00  8.062500000000083489e-02  3.286249999999990568e-01  3.758749999999977387e-01  1.850460290908813477e+01
1.043499999999999206e+00  8.688749999999980655e-01  -9.163750000000004947e-01  3.025000000000249711e-02  9.075000000000055245e-02  3.915000000000029567e-01  1.854582595825195312e+01
9.897499999999975762e-01  5.027500000000031388e-01  -6.397499999999944897e-01  2.741250000000000631e-01  -1.407500000000089235e-01  4.640000000000060743e-01  1.858554196357727051e+01
8.334999999999991305e-01  4.143749999999946088e-01  -4.988750000000027884e-01  2.534999999999967835e-01  -2.557499999999990337e-01  4.082499999999988916e-01  1.862347698211669922e+01
7.222500000000006137e-01  1.950000000000007283e-01  -3.634999999999957709e-01  3.230000000000038396e-01  -4.600000000000020739e-01  4.347499999999976383e-01  1.866729807853698730e+01
6.083749999999999991e-01  1.366249999999943898e-01  -1.641250000000010756e-01  4.732500000000014473e-01  -5.332499999999990026e-01  4.421250000000015445e-01  1.871132588386535645e+01
5.037500000000000311e-01  1.686249999999986371e-01  -2.076250000000029461e-01  2.925000000000010925e-01  -6.223750000000013438e-01  4.590000000000010738e-01  1.875198602676391602e+01
3.101249999999998730e-01  1.911250000000003224e-01  -1.728750000000028875e-01  3.169999999999978391e-01  -2.547500000000049725e-01  4.158750000000030478e-01  1.879743409156799316e+01
2.663750000000001394e-01  7.450000000000511768e-02  -5.449999999999899369e-02  2.213750000000028195e-01  -6.007499999999971196e-01  3.687500000000010214e-01  1.884265708923339844e+01
2.178750000000001796e-01  -1.223749999999940163e-01  5.375000000001906031e-03  3.881250000000030509e-01  -6.649999999999989253e-01  4.186250000000023008e-01  1.888150906562805176e+01
8.725000000000052158e-02  -3.195000000000003393e-01  2.209999999999989750e-01  4.072499999999978915e-01  -7.137499999999991074e-01  4.597499999999983267e-01  1.892826104164123535e+01
9.799999999999998990e-02  -4.877500000000020708e-01  5.246250000000007851e-01  6.417499999999964899e-01  -8.587499999999983480e-01  4.847499999999990705e-01  1.897915291786193848e+01
1.762499999999941197e-02  -5.415000000000003144e-01  4.993750000000032885e-01  5.756250000000031619e-01  -8.481249999999981304e-01  4.387499999999981415e-01  1.901874804496765137e+01
-5.099999999999983019e-02  -6.001249999999999085e-01  5.101250000000001616e-01  5.534999999999984377e-01  -7.741250000000005071e-01  4.093749999999999889e-01  1.907278394699096680e+01
-8.525000000000025613e-02  -5.655000000000000027e-01  4.887499999999995737e-01  5.450000000000003730e-01  -7.161249999999980131e-01  4.101250000000007390e-01  1.911962985992431641e+01
2.075000000000080252e-02  -4.350000000000187050e-02  7.625000000000686784e-03  -2.637499999999862177e-02  6.487500000000243072e-02  -8.750000000000077161e-03  1.915637302398681641e+01
-1.587500000000026390e-02  -9.887499999999826983e-02  6.162499999999918043e-02  4.625000000000115130e-02  -6.650000000000058642e-02  1.549999999999988887e-02  1.921196007728576660e+01
2.237500000000000253e-02  2.849999999999998715e-02  1.524999999999999099e-02  2.896250000000000213e-01  -7.375000000000003081e-03  -4.174999999999999822e-01  2.000826287269592285e+01
-1.512499999999999782e-02  -1.487500000000000974e-02  -2.262499999999999234e-02  5.529999999999999361e-01  6.749999999999994720e-03  4.223750000000000004e-01  2.007652592658996582e+01
2.879750000000000476e+00  1.738874999999999948e+00  -3.720875000000001709e+00  -5.502499999999999059e-01  -5.860499999999997378e+00  5.617500000000000604e+00  2.017078590393066406e+01
3.539250000000000451e+00  -2.828125000000000000e+00  3.716375000000000650e+00  3.928374999999999506e+00  1.097500000000056763e-01  3.017124999999995616e+00  2.026704907417297363e+01
-1.744124999999999037e+00  -2.027000000000001023e+00  2.920499999999999652e+00  2.141500000000004622e+00  6.705000000000044258e-01  4.792500000000005089e-01  2.034170889854431152e+01
8.716250000000008713e-01  -4.637500000000127631e-02  8.774999999999755218e-02  3.752500000000005831e-01  1.768625000000002778e+00  6.977499999999969837e-01  2.040929508209228516e+01
1.896250000000001990e+00  4.497499999999987619e-01  -6.442500000000007665e-01  -8.999999999999980238e-02  7.297499999999942366e-01  8.988750000000073070e-01  2.045724797248840332e+01
