  v1     v2   v3   v4  v5   v6   t1
-2.402469664812088013e-01  4.937756359577178955e-01  -6.986259818077087402e-01  1.348465085029602051e-01  2.590989507734775543e-02  -2.241289764642715454e-01  4.944823980331420898e+00
-2.433788478374481201e-01  5.191630125045776367e-01  -7.297274470329284668e-01  1.380103379487991333e-01  -3.775031119585037231e-02  -2.345552593469619751e-01  4.978772878646850586e+00
-2.543084621429443359e-01  5.215534567832946777e-01  -7.524942755699157715e-01  1.464712023735046387e-01  1.394963823258876801e-02  -2.388935536146163940e-01  5.014220952987670898e+00
-2.573891878128051758e-01  5.428118705749511719e-01  -7.635517120361328125e-01  1.519599705934524536e-01  1.579520851373672485e-02  -2.408589571714401245e-01  5.052036046981811523e+00
-2.498854696750640869e-01  5.418531298637390137e-01  -7.693297266960144043e-01  1.504020243883132935e-01  -2.447178773581981659e-02  -2.395406961441040039e-01  5.084503889083862305e+00
-2.483642846345901489e-01  5.519774556159973145e-01  -7.626441121101379395e-01  1.546923816204071045e-01  4.386226646602153778e-03  -2.388216406106948853e-01  5.114594936370849609e+00
-2.492718845605850220e-01  5.490628480911254883e-01  -7.686266303062438965e-01  1.462315171957015991e-01  -3.281280770897865295e-02  -2.393010109663009644e-01  5.144602060317993164e+00
-2.405281960964202881e-01  5.505201220512390137e-01  -7.660572528839111328e-01  1.511690169572830200e-01  4.506068769842386246e-03  -2.362570166587829590e-01  5.173516988754272461e+00
-2.412824034690856934e-01  5.593022108078002930e-01  -7.651624083518981934e-01  1.516963243484497070e-01  2.159557491540908813e-02  -2.316071391105651855e-01  5.204143047332763672e+00
-2.305445373058319092e-01  5.540355443954467773e-01  -7.475727796554565430e-01  1.570173203945159912e-01  3.643204458057880402e-03  -2.274366319179534912e-01  5.233721017837524414e+00
-2.274893522262573242e-01  5.284563899040222168e-01  -7.202039957046508789e-01  1.547403186559677124e-01  -2.900182455778121948e-02  -2.254232764244079590e-01  5.269397020339965820e+00
-2.138880640268325806e-01  5.185494422912597656e-01  -6.830177307128906250e-01  1.475737541913986206e-01  3.046390041708946228e-02  -2.084056735038757324e-01  5.306896924972534180e+00
-1.954802870750427246e-01  4.877803325653076172e-01  -6.444892883300781250e-01  1.420130729675292969e-01  -1.311074290424585342e-02  -1.990100443363189697e-01  5.338876008987426758e+00
-1.891014873981475830e-01  4.749971628189086914e-01  -6.139502525329589844e-01  1.371954083442687988e-01  3.238137811422348022e-02  -1.889193356037139893e-01  5.373419046401977539e+00
-1.781974434852600098e-01  4.436272680759429932e-01  -5.796402096748352051e-01  1.316826641559600830e-01  3.619236173108220100e-03  -1.814891099929809570e-01  5.411499977111816406e+00
-1.713712215423583984e-01  4.214100837707519531e-01  -5.410094857215881348e-01  1.260980218648910522e-01  2.159557491540908813e-02  -1.744423806667327881e-01  5.444936037063598633e+00
-1.582556813955307007e-01  4.085630178451538086e-01  -5.126436352729797363e-01  1.295255124568939209e-01  -3.096723929047584534e-02  -1.627218127250671387e-01  5.477957963943481445e+00
-1.468914449214935303e-01  3.810280561447143555e-01  -4.738466739654541016e-01  1.192430406808853149e-01  1.339836418628692627e-02  -1.475737541913986206e-01  5.516217947006225586e+00
-1.349391788244247437e-01  3.601531386375427246e-01  -4.377853572368621826e-01  1.135145798325538635e-01  -2.159557491540908813e-02  -1.387054175138473511e-01  5.550591945648193359e+00
-1.198166832327842712e-01  3.235293328762054443e-01  -3.995253145694732666e-01  1.016502007842063904e-01  4.213653504848480225e-02  -1.312991678714752197e-01  5.584038019180297852e+00
-1.133611798286437988e-01  2.988322377204895020e-01  -3.484437465667724609e-01  9.306949377059936523e-02  -2.775546535849571228e-02  -1.177330315113067627e-01  5.630918025970458984e+00
-1.012938693165779114e-01  2.651357948780059814e-01  -3.159105777740478516e-01  8.674181997776031494e-02  -1.265534199774265289e-02  -1.060603931546211243e-01  5.666065931320190430e+00
-8.183787763118743896e-02  2.396845072507858276e-01  -2.813320755958557129e-01  7.732222229242324829e-02  -3.765443712472915649e-02  -9.093630313873291016e-02  5.701416969299316406e+00
-8.054677397012710571e-02  2.232836931943893433e-01  -2.598691284656524658e-01  7.099454849958419800e-02  3.619236173108220100e-03  -8.527974784374237061e-02  5.735372066497802734e+00
-7.701861858367919922e-02  2.074197679758071899e-01  -2.468814253807067871e-01  6.819023936986923218e-02  4.410195164382457733e-03  -7.907191663980484009e-02  5.773721933364868164e+00
1.227184664458036423e-03  -1.009870669804513454e-03  -0.000000000000000000e+00  -2.159557491540908813e-02  3.868507966399192810e-02  -3.834952134639024734e-03  6.593098878860473633e+00
3.451456723269075155e-04  -1.048220205120742321e-03  1.879126532003283501e-03  -2.590989507734775543e-02  -1.613076776266098022e-02  4.319114983081817627e-02  6.668596982955932617e+00
1.105105355381965637e-01  -1.581278592348098755e-01  1.681498587131500244e-01  8.726912736892700195e-02  2.866626679897308350e-01  -1.162230148911476135e-01  6.757531881332397461e+00
6.258641928434371948e-02  -4.224838912487030029e-01  4.594911634922027588e-01  2.542812824249267578e-01  4.897952973842620850e-01  -3.171505331993103027e-01  6.834317922592163086e+00
-2.690602242946624756e-01  -5.538182258605957031e-01  6.072390675544738770e-01  3.281999826431274414e-01  1.538055539131164551e-01  -3.764245212078094482e-01  6.890542984008789062e+00
-3.884167373180389404e-01  -6.074563860893249512e-01  6.793873310089111328e-01  3.328258991241455078e-01  -1.634168922901153564e-01  -3.970134258270263672e-01  6.941297054290771484e+00
-6.464322805404663086e-01  -6.846667528152465820e-01  7.505512237548828125e-01  3.570340573787689209e-01  -3.773593008518218994e-01  -4.206223487854003906e-01  7.018620014190673828e+00
-8.824352622032165527e-01  -7.419353723526000977e-01  8.162056207656860352e-01  4.171469211578369141e-01  -4.943732619285583496e-01  -4.636696875095367432e-01  7.099143028259277344e+00
