q1     q2   q3   q4  q5   q6   t1
1.361430782192689648e-01  -1.615016002527040584e+00  2.074387354167718467e+00  -1.998690465302039421e+00  -1.586059680786785719e+00  -3.170953350260560910e+00  3.307126045227050781e+00
1.014367472407933235e-01  -1.635318069268539176e+00  2.084631748777930671e+00  -1.963415164412239733e+00  -1.630005402159145689e+00  -3.229075926178335720e+00  3.400244951248168945e+00
7.140889596924449023e-02  -1.650062965883313026e+00  2.087278534116530970e+00  -1.936052852319939177e+00  -1.668425454495919169e+00  -3.272545848476674735e+00  3.472902059555053711e+00
5.613851695034455247e-02  -1.658218476701987854e+00  2.085986032422955105e+00  -1.918932378021289686e+00  -1.698727195988292138e+00  -3.300752457459910971e+00  3.517270088195800781e+00
4.620677274465734286e-02  -1.664271731364085127e+00  2.083001209875018134e+00  -1.901993527890551761e+00  -1.726205318461090599e+00  -3.328554227750675665e+00  3.570809125900268555e+00
3.872286515829514997e-02  -1.668891459187607396e+00  2.078167480316796656e+00  -1.880570113081101447e+00  -1.747814492102689243e+00  -3.361135030501934295e+00  3.625555992126464844e+00
3.324046442210804031e-02  -1.670930180789156339e+00  2.072831974671057509e+00  -1.860993206159301749e+00  -1.758602546110914489e+00  -3.389198291543099373e+00  3.673273086547851562e+00
2.624050346485784502e-02  -1.670736707269819377e+00  2.066943469473571326e+00  -1.844898859704264815e+00  -1.763921871554501308e+00  -3.412432497597624348e+00  3.708769083023071289e+00
1.214710246421013551e-02  -1.667610395939031598e+00  2.057504123108008898e+00  -1.826322924064251119e+00  -1.766808135299925198e+00  -3.440287917409587948e+00  3.759491920471191406e+00
-1.244927541736373655e-02  -1.659715875712656441e+00  2.042897571064994366e+00  -1.805537978001613197e+00  -1.765821956188614372e+00  -3.473192304285138476e+00  3.813966035842895508e+00
-3.484385903204056945e-02  -1.651319189625517936e+00  2.030141329573130093e+00  -1.791492855915750582e+00  -1.762719140287302366e+00  -3.496916074491938531e+00  3.857499122619628906e+00
-6.627869804192876302e-02  -1.638466271205405000e+00  2.012412477238354924e+00  -1.775766562602237641e+00  -1.759131855474463713e+00  -3.525408647303438059e+00  3.904251098632812500e+00
-1.021896844868805942e-01  -1.622974980042005022e+00  1.992287325848456803e+00  -1.761332987494537150e+00  -1.757636025862576723e+00  -3.553697472539100843e+00  3.950891971588134766e+00
-1.419401814325951250e-01  -1.605321005806879420e+00  1.970290506121870067e+00  -1.748419283101437571e+00  -1.758020644358490259e+00  -3.581496167626259108e+00  3.999288082122802734e+00
-1.850432616063972802e-01  -1.585698953790691590e+00  1.946716579633882560e+00  -1.737293188882037320e+00  -1.759533841222674866e+00  -3.608542459508882416e+00  4.045838117599487305e+00
-2.229090049742197266e-01  -1.567835076012066509e+00  1.925893669829246591e+00  -1.729608580726262446e+00  -1.761328144895399461e+00  -3.630375190266832419e+00  4.086264133453369141e+00
-2.620289262991697399e-01  -1.548301796308154010e+00  1.903639772092422078e+00  -1.723790277900524082e+00  -1.763393820135851442e+00  -3.651523065161182302e+00  4.129485130310058594e+00
-3.098105419025340979e-01  -1.522525122248966412e+00  1.874928743347833660e+00  -1.719845931672487005e+00  -1.764725957223511443e+00  -3.675990453768569921e+00  4.172964096069335938e+00
-3.495576612956732276e-01  -1.499465628287553365e+00  1.849717776498435384e+00  -1.719192927928487435e+00  -1.763727292678911596e+00  -3.695589201610957275e+00  4.217416048049926758e+00
-3.885124193499116529e-01  -1.475511384935990655e+00  1.823879827338611648e+00  -1.720641656905650407e+00  -1.760747690284411249e+00  -3.714378244020556608e+00  4.255203008651733398e+00
-4.335930152479239297e-01  -1.446288119584402843e+00  1.792749154551399826e+00  -1.724650164199125868e+00  -1.755169874892749782e+00  -3.735690366514866412e+00  4.300692081451416016e+00
-4.765302880421860010e-01  -1.417189747005340728e+00  1.762094489728912805e+00  -1.730626222846401774e+00  -1.748176273796762104e+00  -3.755609685328991532e+00  4.348093986511230469e+00
-5.036975480314627163e-01  -1.398077482138753602e+00  1.742106160114174074e+00  -1.735463939826978219e+00  -1.742937833679224724e+00  -3.768086405763678925e+00  4.385823965072631836e+00
-5.357281144690499985e-01  -1.374609229929364851e+00  1.717713174944925925e+00  -1.742314917682751485e+00  -1.735757606602850167e+00  -3.782809831243831411e+00  4.423205137252807617e+00
-5.708512317785476853e-01  -1.347360536771502026e+00  1.689559608851901373e+00  -1.751522457558262857e+00  -1.726190962212711177e+00  -3.799225434788130684e+00  4.471358060836791992e+00
-5.972924892784963191e-01  -1.325471945640852134e+00  1.667098383314889354e+00  -1.759808277174023772e+00  -1.717597901428811191e+00  -3.811921584359069470e+00  4.514864921569824219e+00
-6.258305654084068692e-01  -1.300100501499326988e+00  1.641235779873088774e+00  -1.770267426959286183e+00  -1.706869737710498214e+00  -3.826047767139032274e+00  4.558875083923339844e+00
-6.472212164255690681e-01  -1.279642578192563995e+00  1.620519589114900683e+00  -1.779363584467548165e+00  -1.697713900743410775e+00  -3.836995678178542590e+00  4.596605062484741211e+00
-6.665378610707435314e-01  -1.259966085118763068e+00  1.600665743101200356e+00  -1.788717965018337352e+00  -1.688411415200385512e+00  -3.847210194930516636e+00  4.637047052383422852e+00
-6.805066992203556708e-01  -1.244960044466401072e+00  1.585588495604600467e+00  -1.796202585483337444e+00  -1.681004269996161149e+00  -3.854833352468327590e+00  4.675396919250488281e+00
-6.991494070992665399e-01  -1.223877496452725921e+00  1.564455720122813531e+00  -1.807244449659897612e+00  -1.670115696523785331e+00  -3.865345998194703370e+00  4.716756105422973633e+00
-7.151619615501019211e-01  -1.204667936996762556e+00  1.545228891132001792e+00  -1.817872280791487327e+00  -1.659608338546884276e+00  -3.874763893446788288e+00  4.770008087158203125e+00
-7.287282943670181368e-01  -1.187468304641410732e+00  1.528068808563876502e+00  -1.827943955155500788e+00  -1.649688247668346541e+00  -3.883065382320465275e+00  4.815212965011596680e+00
-7.401529145851402092e-01  -1.172236883319984990e+00  1.512893642468888800e+00  -1.837403823794250712e+00  -1.640461775283358570e+00  -3.890355216658438309e+00  4.865121126174926758e+00
-7.482242410611767980e-01  -1.160966916458198384e+00  1.501685896881275184e+00  -1.844765156623989100e+00  -1.633300901688357953e+00  -3.895708370418601518e+00  4.901504993438720703e+00
-7.550857940070514474e-01  -1.150966837349498562e+00  1.491730827008536764e+00  -1.851563784887590103e+00  -1.626639251025696176e+00  -3.900413880361327301e+00  4.942274093627929688e+00
-7.974992521613124552e-01  -1.077441505149938195e+00  1.418443435375539297e+00  -1.911964407040121827e+00  -1.570629631005061810e+00  -3.939059777918896721e+00  5.770046949386596680e+00
-7.974572431279867146e-01  -1.077510874731450130e+00  1.418520094640089324e+00  -1.911899855089671973e+00  -1.570713670567261744e+00  -3.939032738012908652e+00  5.845366954803466797e+00
-7.950369518649109679e-01  -1.085231449109510748e+00  1.426800596077239414e+00  -1.907966034845707703e+00  -1.582148734325222961e+00  -3.930224240135833824e+00  5.942909955978393555e+00
-7.773103321289722700e-01  -1.125578237585436625e+00  1.470393524579539646e+00  -1.887834031607821039e+00  -1.633747598676769996e+00  -3.884327190401334118e+00  6.033246994018554688e+00
-7.299860117511851598e-01  -1.191904702573275188e+00  1.542274269227951855e+00  -1.856271425026134736e+00  -1.694652222892134574e+00  -3.808591301217034264e+00  6.128037929534912109e+00
-6.893180437720092257e-01  -1.250648943872912255e+00  1.605980179878739422e+00  -1.829703770050270961e+00  -1.747785454364418456e+00  -3.742000524524772054e+00  6.209948062896728516e+00
-6.502301564808234957e-01  -1.308735032794936970e+00  1.668865590053851822e+00  -1.802881659304482298e+00  -1.784574025319393797e+00  -3.679824033031872332e+00  6.279330015182495117e+00
-6.199374789275227116e-01  -1.349284758268250783e+00  1.712817940653101889e+00  -1.784783264433606575e+00  -1.797094130774819831e+00  -3.636989578522709543e+00  6.330522060394287109e+00
-5.883321536970109733e-01  -1.389344794224349755e+00  1.756405373342026843e+00  -1.768212121876019616e+00  -1.806303109982207999e+00  -3.593720695363209483e+00  6.376608133316040039e+00
-5.539057469079740059e-01  -1.435296474538287015e+00  1.806639619830276988e+00  -1.750631135363269308e+00  -1.821166483960322324e+00  -3.543155377977597276e+00  6.434371948242187500e+00
-5.192734787801365215e-01  -1.487460468153475546e+00  1.863781702845451971e+00  -1.732056139660581806e+00  -1.844759578140871881e+00  -3.485571530181684530e+00  6.493238925933837891e+00
-4.912710657791494739e-01  -1.531834475832850373e+00  1.912580306940239394e+00  -1.717537591582006584e+00  -1.867292505903535016e+00  -3.436305584144172087e+00  6.551938056945800781e+00
-4.552122083811491748e-01  -1.586282652764927192e+00  1.972759810506751865e+00  -1.701716908103481529e+00  -1.893549592590733965e+00  -3.375478317154097407e+00  6.621366977691650391e+00
-4.303476842389750701e-01  -1.621563788094162462e+00  2.011928861580202010e+00  -1.692856448256042867e+00  -1.908526732237373125e+00  -3.336023968195084954e+00  6.671046018600463867e+00
-4.010264996512491464e-01  -1.661924228537124293e+00  2.056863891597664473e+00  -1.684032180264317446e+00  -1.923581840064834125e+00  -3.290985527983809611e+00  6.725064992904663086e+00
-3.724014260063235326e-01  -1.701090216573899028e+00  2.100550247845752505e+00  -1.676771340895380824e+00  -1.936302446228335583e+00  -3.247383675935121783e+00  6.787094116210937500e+00
-3.443319060271869958e-01  -1.738243759376336683e+00  2.142153431201752500e+00  -1.671430580525131937e+00  -1.947281661065709102e+00  -3.205661006772122068e+00  6.839424133300781250e+00
-3.194015994269996384e-01  -1.768001897721649840e+00  2.175686116718614560e+00  -1.668494292534269618e+00  -1.955547276362860742e+00  -3.171623148910497125e+00  6.890905141830444336e+00
-2.900257692554104594e-01  -1.799873771641539832e+00  2.211961434852689479e+00  -1.666984129755119781e+00  -1.963533720067623278e+00  -3.134367485255734387e+00  6.942469120025634766e+00
-2.545780882794872468e-01  -1.836213804133178584e+00  2.253882273785714485e+00  -1.668049785187708522e+00  -1.970448199090048647e+00  -3.090541616941647529e+00  7.012915134429931641e+00
-2.360815717198248009e-01  -1.854183196409227463e+00  2.274908346809815018e+00  -1.670094827472272669e+00  -1.972328160863273894e+00  -3.068072576066722679e+00  7.058661937713623047e+00
-2.160201171716620294e-01  -1.870523452033566514e+00  2.294172035923890185e+00  -1.673116786033121528e+00  -1.971300148843148747e+00  -3.046944300855884968e+00  7.097594976425170898e+00
-1.879265597270247667e-01  -1.887879756679165411e+00  2.314939118356665659e+00  -1.677999472783998414e+00  -1.965127041305760436e+00  -3.023360544444360087e+00  7.141798973083496094e+00
-1.560813842651489480e-01  -1.902802276352039357e+00  2.333142605017552995e+00  -1.684209884880822017e+00  -1.954137811816597292e+00  -3.001676178124923045e+00  7.188193082809448242e+00
-1.037521518284245658e-01  -1.920587776144936143e+00  2.355471841198252481e+00  -1.696171963115743253e+00  -1.930543792542359860e+00  -2.972512337126449022e+00  7.262525081634521484e+00
-6.717331525836200967e-02  -1.929064342620497641e+00  2.366791731534127585e+00  -1.706240163382606312e+00  -1.910951848415647802e+00  -2.955300815174736417e+00  7.309572935104370117e+00
-3.054894919012429710e-02  -1.934416657061571954e+00  2.374862087995527560e+00  -1.718273044887654422e+00  -1.889068986204535783e+00  -2.939805467275398598e+00  7.356182098388671875e+00
-5.382624211121012081e-04  -1.936204353297597436e+00  2.378823343119077727e+00  -1.730007956247993306e+00  -1.869662898744386403e+00  -2.928066772133523177e+00  7.398355960845947266e+00
2.862803552145022981e-02  -1.935589333339096996e+00  2.380271153952765228e+00  -1.743230824973318605e+00  -1.849619013838435855e+00  -2.917262642769848480e+00  7.438699007034301758e+00
6.193149257571273214e-02  -1.932067952135422040e+00  2.379065777526953696e+00  -1.760476437676754102e+00  -1.825237036269585111e+00  -2.905507518923010846e+00  7.490272045135498047e+00
9.776637900615020582e-02  -1.924854558928045911e+00  2.374310276943599973e+00  -1.781762478007891559e+00  -1.797201219353859791e+00  -2.893399593440710849e+00  7.540199995040893555e+00
1.165220015791876979e-01  -1.919526050082470903e+00  2.370248606905288824e+00  -1.794297030501692092e+00  -1.781609876263797076e+00  -2.887180278731560801e+00  7.579401016235351562e+00
1.381862205872876892e-01  -1.911779089034395973e+00  2.364004204732664149e+00  -1.810310098068491413e+00  -1.762591102656971387e+00  -2.880045817080385540e+00  7.618016958236694336e+00
