v1     v2   v3   v4  v5   v6   t1
9.600000000000000243e-05  -3.000000000000000076e-05  -1.121999999999999950e-03  2.152999999999999966e-03  8.989999999999999511e-04  9.799999999999999684e-05  0.000000000000000000e+00
9.600000000000000243e-05  -3.000000000000000076e-05  -1.118000000000000070e-03  2.214999999999999955e-03  2.526000000000000034e-03  -8.100000000000000375e-05  7.762694358825683594e-02
-4.875100000000000267e-02  -1.051490000000000063e-01  1.069500000000000034e-01  -6.548099999999999754e-02  -2.244170000000000054e-01  1.649339999999999973e-01  1.619551181793212891e-01
8.300599999999999645e-02  -3.235529999999999795e-01  3.306799999999999740e-01  -5.950600000000000334e-02  -5.354590000000000183e-01  5.346490000000000409e-01  2.388510704040527344e-01
4.320880000000000276e-01  -3.909759999999999902e-01  3.967439999999999856e-01  1.984420000000000073e-01  -4.703749999999999876e-01  6.983470000000000510e-01  3.064451217651367188e-01
4.440729999999999955e-01  -3.847430000000000017e-01  3.855600000000000138e-01  3.386520000000000086e-01  -5.142219999999999569e-01  7.437160000000000437e-01  3.609459400177001953e-01
3.682900000000000063e-01  -3.943590000000000151e-01  3.915950000000000264e-01  3.778949999999999809e-01  -4.932770000000000210e-01  7.858669999999999822e-01  4.079871177673339844e-01
3.333019999999999872e-01  -4.025349999999999762e-01  3.947729999999999850e-01  3.999980000000000202e-01  -4.910010000000000208e-01  8.410119999999999818e-01  4.644799232482910156e-01
2.807049999999999823e-01  -4.124369999999999981e-01  4.036489999999999800e-01  4.464520000000000155e-01  -5.418330000000000091e-01  8.809299999999999908e-01  5.167679786682128906e-01
2.151720000000000022e-01  -4.042529999999999735e-01  3.932919999999999749e-01  4.733419999999999850e-01  -5.883899999999999686e-01  8.924539999999999695e-01  5.760729312896728516e-01
1.861589999999999911e-01  -3.904039999999999733e-01  3.776030000000000220e-01  4.913330000000000197e-01  -6.019130000000000313e-01  8.964400000000000146e-01  6.309270858764648438e-01
2.066189999999999971e-01  -3.827900000000000191e-01  3.667699999999999849e-01  5.054089999999999971e-01  -5.781979999999999897e-01  8.998059999999999947e-01  6.727991104125976562e-01
2.586860000000000270e-01  -3.662119999999999820e-01  3.509959999999999747e-01  5.154149999999999565e-01  -5.197009999999999685e-01  8.935939999999999994e-01  7.244861125946044922e-01
2.986340000000000106e-01  -3.511090000000000044e-01  3.348889999999999922e-01  5.166979999999999906e-01  -4.641330000000000178e-01  8.818120000000000402e-01  7.697420120239257812e-01
3.439909999999999912e-01  -3.287970000000000059e-01  3.132010000000000072e-01  5.105380000000000473e-01  -3.916270000000000029e-01  8.630349999999999966e-01  8.128979206085205078e-01
3.742650000000000143e-01  -3.069560000000000066e-01  2.905449999999999977e-01  4.974770000000000025e-01  -3.301669999999999883e-01  8.398010000000000197e-01  8.553919792175292969e-01
4.058649999999999758e-01  -2.721970000000000223e-01  2.554859999999999909e-01  4.722189999999999999e-01  -2.438589999999999924e-01  7.996490000000000542e-01  9.130499362945556641e-01
4.283699999999999730e-01  -2.454179999999999973e-01  2.283219999999999972e-01  4.463630000000000098e-01  -1.843640000000000001e-01  7.694739999999999913e-01  9.525921344757080078e-01
4.982059999999999822e-01  -2.108919999999999961e-01  1.939929999999999988e-01  4.128479999999999928e-01  -1.178919999999999968e-01  7.275099999999999900e-01  1.004529953002929688e+00
5.689509999999999845e-01  -1.803869999999999918e-01  1.641140000000000099e-01  3.821470000000000145e-01  -6.214499999999999885e-02  6.919830000000000148e-01  1.041439056396484375e+00
6.370869999999999589e-01  -1.492010000000000003e-01  1.343650000000000122e-01  3.478120000000000100e-01  1.872100000000000153e-02  6.536849999999999605e-01  1.078649044036865234e+00
6.912599999999999856e-01  -1.173229999999999967e-01  1.020579999999999959e-01  3.095209999999999906e-01  1.058970000000000050e-01  6.141149999999999665e-01  1.122757911682128906e+00
7.420750000000000401e-01  -6.844999999999999696e-02  5.332499999999999740e-02  2.552459999999999729e-01  2.114070000000000116e-01  5.564879999999999827e-01  1.172131061553955078e+00
7.609439999999999538e-01  -2.849300000000000097e-02  1.433199999999999925e-02  2.120329999999999993e-01  2.753180000000000072e-01  5.149550000000000516e-01  1.216690063476562500e+00
7.640209999999999502e-01  1.564499999999999919e-02  -2.889299999999999854e-02  1.632659999999999945e-01  3.222030000000000172e-01  4.731839999999999935e-01  1.257326126098632812e+00
7.618120000000000447e-01  6.790300000000000502e-02  -8.077600000000000058e-02  1.044080000000000008e-01  3.662219999999999920e-01  4.371289999999999898e-01  1.299081087112426758e+00
7.509590000000000432e-01  1.210999999999999993e-01  -1.333759999999999946e-01  4.424299999999999761e-02  4.037499999999999978e-01  4.032810000000000006e-01  1.336597919464111328e+00
7.256820000000000492e-01  1.656289999999999984e-01  -1.766989999999999950e-01  -8.770999999999999283e-03  4.283190000000000053e-01  3.691980000000000262e-01  1.374490022659301758e+00
6.914059999999999651e-01  2.011739999999999917e-01  -2.117600000000000038e-01  -5.308500000000000024e-02  4.420290000000000052e-01  3.362899999999999778e-01  1.415636062622070312e+00
6.452080000000000037e-01  2.247000000000000108e-01  -2.349999999999999867e-01  -8.895300000000000429e-02  4.483619999999999828e-01  3.027580000000000271e-01  1.458997964859008789e+00
5.858020000000000449e-01  2.441760000000000042e-01  -2.533219999999999916e-01  -1.228920000000000012e-01  4.501290000000000013e-01  2.675669999999999993e-01  1.501100063323974609e+00
5.319110000000000227e-01  2.630959999999999965e-01  -2.722209999999999908e-01  -1.509099999999999886e-01  4.496640000000000081e-01  2.380289999999999906e-01  1.548444032669067383e+00
5.011569999999999636e-01  2.893950000000000133e-01  -2.994020000000000015e-01  -1.764689999999999870e-01  4.604079999999999839e-01  2.210850000000000037e-01  1.593266963958740234e+00
4.663689999999999780e-01  3.174150000000000027e-01  -3.272979999999999778e-01  -2.056600000000000095e-01  4.640679999999999805e-01  2.034459999999999880e-01  1.642514944076538086e+00
4.348850000000000215e-01  3.312860000000000249e-01  -3.412589999999999790e-01  -2.249269999999999881e-01  4.563209999999999766e-01  1.889099999999999946e-01  1.680409908294677734e+00
3.943039999999999878e-01  3.350469999999999837e-01  -3.438359999999999750e-01  -2.381340000000000123e-01  4.349609999999999865e-01  1.710490000000000066e-01  1.724509954452514648e+00
3.647790000000000199e-01  3.301819999999999755e-01  -3.380759999999999876e-01  -2.398720000000000019e-01  4.151500000000000190e-01  1.587659999999999905e-01  1.761847019195556641e+00
3.217280000000000140e-01  3.140040000000000053e-01  -3.207789999999999808e-01  -2.360089999999999966e-01  3.767449999999999966e-01  1.402339999999999975e-01  1.807368993759155273e+00
2.934599999999999986e-01  2.995619999999999949e-01  -3.058540000000000147e-01  -2.306779999999999942e-01  3.492080000000000184e-01  1.275169999999999915e-01  1.843822002410888672e+00
2.593980000000000175e-01  2.782919999999999838e-01  -2.839539999999999842e-01  -2.206289999999999918e-01  3.147980000000000222e-01  1.132490000000000024e-01  1.879075050354003906e+00
2.341660000000000130e-01  2.598829999999999751e-01  -2.645989999999999731e-01  -2.096540000000000070e-01  2.872410000000000241e-01  1.017760000000000054e-01  1.914835929870605469e+00
2.154959999999999931e-01  2.459659999999999902e-01  -2.500820000000000265e-01  -2.007490000000000108e-01  2.668929999999999914e-01  9.418700000000000683e-02  1.939223051071166992e+00
1.917810000000000070e-01  2.261080000000000034e-01  -2.299400000000000055e-01  -1.870449999999999890e-01  2.379670000000000119e-01  8.425499999999999656e-02  1.970659971237182617e+00
1.822030000000000038e-01  2.161289999999999878e-01  -2.193640000000000034e-01  -1.792469999999999897e-01  2.256499999999999895e-01  8.025899999999999701e-02  2.008872032165527344e+00
-7.309999999999999875e-04  -1.007000000000000083e-03  1.167999999999999984e-03  3.475999999999999923e-03  -1.864999999999999904e-03  -5.119999999999999768e-04  2.819404125213623047e+00
-5.959999999999999586e-04  -7.349999999999999763e-04  1.050000000000000044e-04  6.290000000000000018e-04  1.409000000000000096e-03  -4.960000000000000216e-04  2.889881134033203125e+00
5.051300000000000234e-02  -2.991399999999999962e-02  1.203599999999999982e-02  -6.551700000000000579e-02  2.086610000000000131e-01  -1.231919999999999960e-01  2.972275972366333008e+00
1.629470000000000085e-01  -9.652800000000000269e-02  4.473099999999999993e-02  -4.386199999999999821e-02  3.390050000000000008e-01  -3.606199999999999961e-01  3.047269105911254883e+00
1.719160000000000132e-01  -1.598980000000000123e-01  8.829199999999999549e-02  2.106870000000000132e-01  -6.554200000000000303e-02  -5.017139999999999933e-01  3.124273061752319336e+00
2.067899999999999947e-02  -1.743439999999999990e-01  9.782899999999999929e-02  2.662590000000000234e-01  -2.554310000000000191e-01  -5.322040000000000104e-01  3.176687002182006836e+00
