  v1     v2   v3   v4  v5   v6   t1
0.000000000000000000e+00  -1.076343189924955368e-02  -1.076343189924955368e-02  1.850364357233047485e-02  -2.590989507734775543e-02  2.904976159334182739e-02  0.000000000000000000e+00
0.000000000000000000e+00  -9.421198628842830658e-03  -1.256585959345102310e-02  2.159557491540908813e-02  9.395632892847061157e-03  4.122573509812355042e-02  7.762694358825683594e-02
-1.185255870223045349e-01  -6.313609331846237183e-02  -6.582055985927581787e-02  -8.309862017631530762e-02  -2.326857149600982666e-01  4.273574799299240112e-02  1.619551181793212891e-01
-2.447338551282882690e-01  -2.314649224281311035e-01  -1.032880395650863647e-01  -1.948395371437072754e-01  -5.192285776138305664e-01  1.541411131620407104e-01  2.388510704040527344e-01
-5.887929722666740417e-02  -3.601531386375427246e-01  1.733270436525344849e-01  -9.688048064708709717e-02  -1.599175035953521729e-01  2.098917216062545776e-01  3.064451217651367188e-01
5.600308254361152649e-02  -3.953452110290527344e-01  3.238616883754730225e-01  -1.044784784317016602e-01  -5.826730281114578247e-02  2.050021588802337646e-01  3.609459400177001953e-01
1.277294754981994629e-01  -4.195309579372406006e-01  3.559474647045135498e-01  -5.872270558029413223e-03  -1.893267929553985596e-01  2.191435396671295166e-01  4.079871177673339844e-01
2.358367741107940674e-01  -4.243885874748229980e-01  3.722204566001892090e-01  1.275600939989089966e-01  -3.934660851955413818e-01  2.236975580453872681e-01  4.644799232482910156e-01
2.805650830268859863e-01  -4.401758015155792236e-01  4.146094620227813721e-01  2.155243158340454102e-01  -5.421184301376342773e-01  2.245124727487564087e-01  5.167679786682128906e-01
2.983337044715881348e-01  -4.535853564739227295e-01  4.501594603061676025e-01  2.801911830902099609e-01  -5.521132349967956543e-01  2.221635729074478149e-01  5.760729312896728516e-01
3.105672001838684082e-01  -4.562186896800994873e-01  4.644126892089843750e-01  3.180133998394012451e-01  -5.367974042892456055e-01  2.084775865077972412e-01  6.309270858764648438e-01
3.477023243904113770e-01  -4.496225714683532715e-01  4.701651334762573242e-01  3.563149869441986084e-01  -5.349997878074645996e-01  2.063443958759307861e-01  6.727991104125976562e-01
4.119505584239959717e-01  -4.460943937301635742e-01  4.834724068641662598e-01  3.958149850368499756e-01  -5.301342010498046875e-01  2.038277089595794678e-01  7.244861125946044922e-01
4.594144821166992188e-01  -4.319050908088684082e-01  4.840860068798065186e-01  4.175783395767211914e-01  -5.068608522415161133e-01  1.906450539827346802e-01  7.697420120239257812e-01
4.823986291885375977e-01  -4.247720837593078613e-01  4.803788661956787109e-01  4.319354593753814697e-01  -4.793690145015716553e-01  1.803386211395263672e-01  8.128979206085205078e-01
5.128864645957946777e-01  -3.880204558372497559e-01  4.609101116657257080e-01  4.336851537227630615e-01  -4.279087483882904053e-01  1.736993640661239624e-01  8.553919792175292969e-01
5.233175754547119141e-01  -3.584401905536651611e-01  4.341932833194732666e-01  4.296344816684722900e-01  -3.531032204627990723e-01  1.652384996414184570e-01  9.130499362945556641e-01
