   tau1     tau2   tau3   tau4  tau5   tau6   t1
5.850000000000021849e-01  3.199999999999939004e-01  -1.368750000000015787e-01  3.039999999999987157e-01  8.257500000000000950e-01  -2.066249999999984766e-01  8.128979206085205078e-01
3.356250000000060574e-01  4.971249999999940994e-01  -5.436249999999989146e-01  -9.087499999999720801e-02  1.139375000000004912e+00  -2.146249999999995384e-01  8.553919792175292969e-01
1.658749999999958868e-01  6.798750000000033378e-01  -5.483750000000037206e-01  -2.546250000000013780e-01  1.370749999999997026e+00  -2.927500000000013425e-01  9.130499362945556641e-01
-1.253749999999970166e-01  7.367500000000012372e-01  -6.566250000000009024e-01  -3.793750000000012390e-01  1.484374999999996003e+00  -2.794999999999984719e-01  9.525921344757080078e-01
-1.057500000000016760e-01  7.623750000000025784e-01  -7.673750000000006954e-01  -5.941250000000009024e-01  1.483874999999998945e+00  -2.895000000000015339e-01  1.004529953002929688e+00
-1.231250000000017053e-01  8.083750000000000657e-01  -7.611250000000013838e-01  -5.730000000000040616e-01  1.426250000000000462e+00  -1.987500000000010092e-01  1.041439056396484375e+00
-1.308750000000025171e-01  9.298750000000001181e-01  -8.677500000000004654e-01  -7.566249999999968834e-01  1.378000000000000780e+00  -2.660000000000006248e-01  1.078649044036865234e+00
-5.900000000000349409e-02  8.755000000000012772e-01  -8.883749999999968061e-01  -7.711249999999975069e-01  1.356500000000000039e+00  -2.552500000000002545e-01  1.122757911682128906e+00
-7.999999999994122923e-03  8.828749999999981890e-01  -9.991250000000000409e-01  -9.031250000000046185e-01  1.365250000000000075e+00  -3.049999999999997158e-01  1.172131061553955078e+00
7.695000000000062901e-01  1.077249999999998264e+00  -1.103375000000000217e+00  -1.060250000000002135e+00  1.556624999999999925e+00  -2.156249999999987899e-01  1.216690063476562500e+00
1.510249999999990766e+00  1.243625000000000869e+00  -1.237124999999998698e+00  -1.132499999999998064e+00  1.784375000000001155e+00  -2.400000000000006295e-01  1.257326126098632812e+00
1.281249999999997558e+00  1.411124999999999963e+00  -1.382374999999999909e+00  -1.413875000000000215e+00  1.509625000000000439e+00  -2.517500000000002514e-01  1.299081087112426758e+00
1.027500000000000524e+00  1.353874999999999940e+00  -1.419375000000000053e+00  -1.483375000000000332e+00  1.262875000000003523e+00  -2.217499999999997251e-01  1.336597919464111328e+00
4.922499999999996323e-01  1.192000000000000393e+00  -1.158375000000000155e+00  -1.239624999999999755e+00  9.616250000000006182e-01  -2.217499999999997251e-01  1.374490022659301758e+00
6.749999999999811706e-02  8.856250000000009948e-01  -9.441249999999987708e-01  -1.160375000000000378e+00  6.586249999999960192e-01  -2.054999999999999605e-01  1.415636062622070312e+00
-4.699999999999981970e-01  5.562499999999976907e-01  -7.828750000000005427e-01  -7.878750000000003251e-01  4.666249999999982911e-01  -1.421249999999998903e-01  1.458997964859008789e+00
-4.923750000000032268e-01  4.596250000000016711e-01  -6.503749999999981490e-01  -6.806250000000007017e-01  4.841250000000019149e-01  -9.887500000000000455e-02  1.501100063323974609e+00
-5.934999999999968079e-01  5.856249999999992850e-01  -5.781249999999987788e-01  -5.501250000000003082e-01  7.556250000000027667e-01  -1.459999999999998521e-01  1.548444032669067383e+00
-4.215000000000052038e-01  6.431249999999978373e-01  -6.810000000000010489e-01  -6.293750000000014611e-01  8.228750000000006892e-01  -7.625000000000036263e-03  1.593266963958740234e+00
-6.823749999999989546e-01  5.378750000000001030e-01  -5.819999999999991847e-01  -5.259999999999986908e-01  4.272500000000040155e-01  -2.508749999999999036e-01  1.642514944076538086e+00
-8.246250000000093783e-01  3.519999999999981477e-01  -4.222499999999990150e-01  -4.383750000000012359e-01  9.737500000000370859e-02  -2.787499999999990333e-02  1.680409908294677734e+00
-1.120875000000007171e+00  3.437499999999621414e-02  -1.360000000000007037e-01  -1.702499999999967928e-01  -2.987500000000004041e-01  -1.476250000000000062e-01  1.724509954452514648e+00
-1.145374999999997145e+00  -1.356250000000003286e-01  -7.500000000007500667e-04  -5.337500000000133804e-02  -5.363750000000055973e-01  -2.587499999999999176e-02  1.761847019195556641e+00
-1.298375000000004276e+00  -3.158750000000001834e-01  2.230000000000009752e-01  1.641250000000010756e-01  -9.071249999999947411e-01  -3.324999999999999484e-02  1.807368993759155273e+00
-1.219000000000004746e+00  -4.347500000000045772e-01  2.944999999999995954e-01  2.087500000000006017e-01  -9.632499999999988294e-01  -5.712500000000001604e-02  1.843822002410888672e+00
-1.140750000000002817e+00  -4.312500000000010769e-01  3.449999999999980860e-01  2.667499999999995985e-01  -1.031375000000001041e+00  -1.749999999999999126e-02  1.879075050354003906e+00
-1.110750000000000570e+00  -3.467500000000032778e-01  3.669999999999992712e-01  2.601249999999999396e-01  -9.921249999999964819e-01  -2.774999999999999689e-02  1.914835929870605469e+00
-1.063125000000004983e+00  -5.197500000000028209e-01  3.923750000000003624e-01  3.417500000000017746e-01  -9.861249999999973648e-01  -1.812499999999996753e-02  1.939223051071166992e+00
-9.462500000000025890e-01  -5.704999999999981197e-01  4.251250000000018625e-01  3.491249999999987419e-01  -9.556249999999946176e-01  -3.937499999999996558e-02  1.970659971237182617e+00
1.409999999999987652e-01  -6.374999999999436673e-03  -7.875000000000936806e-03  1.974999999999893507e-02  6.862499999999577271e-02  -4.337500000000001077e-02  2.008872032165527344e+00
7.500000000000005794e-03  -2.364999999999999880e-01  -7.499999999999992784e-03  -5.989999999999999769e-01  -1.194999999999999951e-01  -2.237499999999999559e-02  2.819404125213623047e+00
1.437499999999999716e-02  2.257499999999999785e-01  2.274999999999999592e-02  -4.790000000000000369e-01  -5.583749999999999547e-01  -2.200000000000000219e-02  2.889881134033203125e+00
1.762000000000000455e+00  -1.892749999999999488e+00  2.073875000000000135e+00  2.607375000000001108e+00  5.368125000000000924e+00  -1.894374999999999254e+00  2.972275972366333008e+00
-4.082124999999999559e+00  -2.373625000000000540e+00  2.293875000000000774e+00  2.523499999999998078e+00  -1.827124999999998778e+00  -1.915000000000000036e+00  3.047269105911254883e+00
-6.016249999999979670e-01  -1.050624999999999476e+00  9.749999999999966471e-01  8.724999999999982769e-01  -3.998625000000000540e+00  -8.398749999999968185e-01  3.124273061752319336e+00
-1.466250000000009213e-01  -4.994999999999999440e-01  5.245000000000040741e-01  3.695000000000017715e-01  -2.773249999999999549e+00  -3.212500000000020894e-01  3.176687002182006836e+00
-1.818750000000000977e+00  -6.672500000000011200e-01  6.294999999999980611e-01  5.462500000000258815e-02  -2.399000000000001798e+00  -3.203749999999977449e-01  3.234429121017456055e+00
-2.276999999999994362e+00  -4.957499999999961937e-01  5.649999999999960609e-01  -1.678750000000048259e-01  -2.661125000000000185e+00  -3.089999999999967772e-01  3.307126045227050781e+00
1.044875000000000664e+00  -4.962499999999758771e-02  -5.046250000000015445e-01  -3.089999999999967772e-01  -2.921124999999996419e+00  -6.037500000000139977e-02  3.400244951248168945e+00
-3.539374999999997495e+00  7.682499999999981011e-01  -1.154875000000006535e+00  -1.132125000000004711e+00  1.495374999999993237e+00  5.637500000000433831e-02  3.472902059555053711e+00
-4.155749999999999389e+00  8.343749999999983125e-01  -1.156624999999994463e+00  -1.064499999999996005e+00  1.891000000000003789e+00  6.375000000002906120e-03  3.517270088195800781e+00
-1.213624999999995957e+00  8.458750000000028191e-01  -4.036249999999977356e-01  1.712499999999977929e-02  -7.519999999999887885e-01  -1.112500000000071765e-02  3.570809125900268555e+00
-7.489999999999996660e-01  6.287500000000042499e-01  -3.827500000000011449e-01  8.149999999999824052e-02  -1.381750000000000922e+00  -1.027500000000056146e-01  3.625555992126464844e+00
-4.662500000000846523e-02  9.003750000000018128e-01  -6.957499999999949836e-01  -4.098749999999970473e-01  1.753750000000053877e-01  -5.300000000000443245e-02  3.673273086547851562e+00
4.512500000000696510e-02  1.110375000000003665e+00  -8.988750000000003126e-01  -6.306250000000026557e-01  1.478874999999990614e+00  -5.787499999999889955e-02  3.708769083023071289e+00
-3.149999999999958389e-01  1.183875000000000899e+00  -9.011249999999991767e-01  -5.937500000000005551e-01  2.016249999999997211e+00  -2.427499999999999103e-01  3.759491920471191406e+00
1.186249999999972049e-01  1.175250000000002570e+00  -1.005750000000003253e+00  -7.784999999999979714e-01  2.413249999999991680e+00  -1.738750000000038876e-01  3.813966035842895508e+00
1.911250000000003224e-01  1.231124999999999581e+00  -1.023374999999999924e+00  -8.028750000000014486e-01  2.371875000000002398e+00  -4.375000000000905942e-03  3.857499122619628906e+00
6.387500000000073674e-01  1.195500000000000451e+00  -9.986250000000012061e-01  -7.901249999999991891e-01  2.221750000000001446e+00  -2.962499999999840261e-02  3.904251098632812500e+00
8.262500000000005951e-01  1.095374999999999988e+00  -9.702499999999997238e-01  -8.003750000000007248e-01  1.933375000000000954e+00  6.662500000000071143e-02  3.950891971588134766e+00
1.575999999999994072e+00  1.033124999999999627e+00  -9.771250000000001323e-01  -7.973750000000002780e-01  1.729124999999999801e+00  1.668750000000038258e-01  3.999288082122802734e+00
1.903250000000008990e+00  1.154625000000001123e+00  -1.091999999999999194e+00  -9.067499999999999449e-01  1.656374999999999931e+00  1.741249999999971987e-01  4.045838117599487305e+00
2.374500000000001609e+00  1.232249999999998957e+00  -1.194499999999999451e+00  -1.147124999999999950e+00  1.531374999999999709e+00  3.387499999999987743e-01  4.086264133453369141e+00
2.568000000000000949e+00  1.560374999999999179e+00  -1.425749999999999851e+00  -1.554874999999998897e+00  1.859125000000001471e+00  3.453749999999949916e-01  4.129485130310058594e+00
2.525749999999993278e+00  1.461499999999997579e+00  -1.449749999999999650e+00  -1.452874999999999250e+00  1.688125000000002096e+00  3.771249999999989888e-01  4.172964096069335938e+00
2.040500000000000647e+00  1.075124999999996112e+00  -1.097249999999994063e+00  -1.106124999999999359e+00  1.296875000000002887e+00  3.956250000000036127e-01  4.217416048049926758e+00
1.946249999999996483e+00  7.907499999999997309e-01  -8.033749999999950653e-01  -8.413750000000018714e-01  1.090125000000004230e+00  3.604999999999997096e-01  4.255203008651733398e+00
1.751874999999999849e+00  5.809999999999981846e-01  -5.206250000000036682e-01  -5.969999999999933138e-01  9.197500000000038423e-01  4.844999999999988205e-01  4.300692081451416016e+00
1.593375000000001096e+00  2.862500000000017808e-01  -3.398750000000033689e-01  -3.907499999999952678e-01  6.092499999999986260e-01  4.612500000000033240e-01  4.348093986511230469e+00
1.421000000000000263e+00  1.634999999999969811e-01  -1.756249999999986988e-01  -2.336250000000011928e-01  4.326249999999989826e-01  4.676249999999992912e-01  4.385823965072631836e+00
1.234874999999999945e+00  -5.875000000000324407e-02  6.624999999999686695e-02  -1.023750000000017701e-01  3.516250000000012421e-01  5.268750000000029798e-01  4.423205137252807617e+00
1.116000000000000103e+00  -1.632500000000036700e-01  1.004999999999964255e-01  -6.649999999999711697e-02  2.174999999999954747e-01  4.776249999999954143e-01  4.471358060836791992e+00
9.293749999999996181e-01  4.087500000000271472e-02  3.362500000000240297e-02  -7.537500000000252331e-02  1.928749999999951337e-01  3.896250000000045510e-01  4.514864921569824219e+00
7.103749999999992015e-01  1.029999999999989257e-01  -1.123749999999978932e-01  -1.200000000000020495e-01  1.658750000000028257e-01  3.272500000000011511e-01  4.558875083923339844e+00
4.980000000000001648e-01  -7.375000000003906209e-03  -8.600000000000274092e-02  -3.949999999999787015e-02  -3.224999999999755840e-02  3.036249999999983129e-01  4.596605062484741211e+00
3.834999999999983977e-01  -1.673749999999973870e-01  1.632499999999967311e-01  6.649999999999711697e-02  -2.544999999999977836e-01  3.778749999999997389e-01  4.637047052383422852e+00
2.508750000000010694e-01  -3.686249999999974269e-01  3.591249999999948650e-01  2.963750000000014984e-01  -5.269999999999996909e-01  4.052499999999993330e-01  4.675396919250488281e+00
2.163750000000012885e-01  -5.208749999999969793e-01  4.872500000000015707e-01  2.647500000000010956e-01  -6.932499999999993667e-01  3.871250000000020508e-01  4.716756105422973633e+00
9.825000000000111422e-02  -6.611249999999985194e-01  6.378750000000029674e-01  5.797499999999968789e-01  -8.671249999999963709e-01  3.804999999999988947e-01  4.770008087158203125e+00
1.243749999999994860e-01  -6.501249999999944018e-01  6.297499999999983666e-01  4.447500000000007003e-01  -8.617500000000013483e-01  3.196250000000004365e-01  4.815212965011596680e+00
5.275000000000071299e-02  -6.188749999999978435e-01  6.172499999999997433e-01  5.516250000000000320e-01  -7.721250000000053904e-01  3.228750000000002451e-01  4.865121126174926758e+00
3.862500000000046452e-02  -6.093750000000022204e-01  6.046249999999975255e-01  5.091249999999991616e-01  -7.802500000000031077e-01  3.352500000000004921e-01  4.901504993438720703e+00
-1.031249999999990508e-01  -6.501250000000013962e-01  5.958749999999991553e-01  4.891249999999999765e-01  -7.631249999999999423e-01  2.789999999999997482e-01  4.942274093627929688e+00
2.087500000000000466e-02  1.662500000000001130e-02  1.524999999999999099e-02  2.884999999999999787e-01  4.440000000000000058e-01  3.300000000000000155e-02  5.770046949386596680e+00
-1.787500000000000200e-02  -6.250000000000002949e-03  7.499999999999998855e-03  4.799999999999999822e-01  3.185000000000000053e-01  7.625000000000000701e-03  5.845366954803466797e+00
-2.286875000000000657e+00  2.830999999999999961e+00  -3.563125000000000320e+00  -1.964999999999999636e+00  -6.431625000000003034e+00  3.589499999999998803e+00  5.942909955978393555e+00
3.122625000000000206e+00  -3.102750000000001229e+00  1.322375000000000522e+00  1.614375000000001226e+00  3.543999999999991601e+00  2.228500000000001258e+00  6.033246994018554688e+00
-4.099999999999989209e-01  2.571499999999999897e+00  -1.511374999999995250e+00  2.066874999999999130e+00  -2.899999999999999911e+00  -1.297500000000118003e-01  6.128037929534912109e+00
-2.509125000000000050e+00  2.497374999999995904e+00  -1.638000000000000567e+00  -3.518625000000001002e+00  -9.787499999999726974e-02  2.722500000000016573e-01  6.209948062896728516e+00
1.391250000000000098e+00  -2.299750000000003070e+00  2.208125000000005222e+00  -9.192499999999999005e-01  4.632875000000001187e+00  3.560000000000090870e-01  6.279330015182495117e+00
2.633874999999999744e+00  -3.420249999999999790e+00  3.275125000000000064e+00  2.551374999999999726e+00  2.040250000000000341e+00  3.125000000006594725e-03  6.330522060394287109e+00
1.181375000000000064e+00  -1.880250000000000421e+00  2.053000000000000824e+00  2.825999999999998735e+00  -1.950749999999997542e+00  -7.187500000001290079e-02  6.376608133316040039e+00
3.071250000000018132e-01  -9.009999999999999121e-01  1.052000000000000046e+00  1.488375000000000004e+00  -2.749750000000001915e+00  -6.525000000000280576e-02  6.434371948242187500e+00
3.387499999999987743e-01  -7.422499999999998543e-01  8.153750000000000719e-01  8.171249999999948832e-01  -1.299624999999998698e+00  -2.313750000000058815e-01  6.493238925933837891e+00
7.887499999999908473e-02  -6.403750000000020259e-01  7.197499999999998899e-01  6.483750000000065850e-01  2.445000000000016604e-01  -3.756249999999905498e-01  6.551938056945800781e+00
1.672500000000007314e-01  -6.028749999999992726e-01  6.878750000000010134e-01  8.433750000000003189e-01  8.392499999999997184e-01  -3.811249999999960503e-01  6.621366977691650391e+00
2.582499999999980367e-01  -3.517499999999978977e-01  5.610000000000024967e-01  8.128749999999975717e-01  8.924999999999974065e-01  -2.194999999999974749e-01  6.671046018600463867e+00
9.574999999999861400e-02  -2.581250000000013811e-01  3.313749999999983098e-01  3.670000000000062101e-01  8.378750000000018128e-01  -3.716250000000004272e-01  6.725064992904663086e+00
4.696250000000012914e-01  1.015000000000008951e-01  5.750000000000199396e-02  -5.687500000000483835e-02  5.580000000000029381e-01  -4.593749999999979794e-01  6.787094116210937500e+00
6.638750000000012141e-01  2.432500000000004103e-01  -1.306249999999987976e-01  -2.754999999999979687e-01  5.171250000000001679e-01  -5.038750000000008500e-01  6.839424133300781250e+00
6.010000000000043086e-01  3.447500000000012776e-01  -3.026250000000008100e-01  -3.389999999999990243e-01  6.127499999999986846e-01  -4.989999999999994440e-01  6.890905141830444336e+00
5.543750000000027267e-01  3.702499999999990243e-01  -3.923750000000003624e-01  -5.067500000000002558e-01  7.862500000000022249e-01  -5.083749999999983560e-01  6.942469120025634766e+00
2.807500000000032192e-01  4.067500000000008331e-01  -3.903750000000018039e-01  -6.414999999999961844e-01  8.671250000000015890e-01  -5.592500000000041327e-01  7.012915134429931641e+00
3.117499999999995275e-01  4.921249999999994795e-01  -4.397499999999991416e-01  -6.321250000000041558e-01  9.766250000000000764e-01  -5.845000000000016849e-01  7.058661937713623047e+00
2.378749999999985043e-01  5.426249999999996909e-01  -5.048750000000000737e-01  -7.592500000000029781e-01  9.606249999999996181e-01  -5.368750000000060973e-01  7.097594976425170898e+00
2.794999999999950302e-01  5.448750000000002203e-01  -5.142500000000007621e-01  -7.480000000000055493e-01  1.021249999999999991e+00  -4.994999999999999440e-01  7.141798973083496094e+00
1.251249999999967666e-01  5.496249999999998082e-01  -5.572500000000004672e-01  -7.702500000000001013e-01  1.045624999999999583e+00  -5.301249999999992912e-01  7.188193082809448242e+00
4.706249999999953526e-01  8.247499999999999831e-01  -7.277500000000001190e-01  -9.037499999999982769e-01  1.069749999999999535e+00  -6.009999999999973141e-01  7.262525081634521484e+00
1.075249999999999817e+00  8.906249999999998890e-01  -9.115000000000008651e-01  -1.009624999999999995e+00  1.457749999999997215e+00  -5.316250000000007914e-01  7.309572935104370117e+00
1.430250000000000909e+00  1.207124999999999782e+00  -1.097500000000001252e+00  -1.275624999999998899e+00  1.648125000000000284e+00  -4.537499999999992650e-01  7.356182098388671875e+00
1.316750000000005416e+00  1.226375000000001769e+00  -1.196124999999999217e+00  -1.455124999999999780e+00  1.278624999999998568e+00  -3.592500000000019011e-01  7.398355960845947266e+00
8.689999999999947766e-01  9.832500000000015117e-01  -1.054124999999999535e+00  -1.273500000000000298e+00  9.380000000000012772e-01  -3.200000000000008393e-01  7.438699007034301758e+00
4.853750000000101039e-01  6.542500000000019966e-01  -6.573750000000017080e-01  -9.705000000000008065e-01  8.742499999999999716e-01  -3.299999999999986833e-01  7.490272045135498047e+00
2.678750000000007514e-01  5.456250000000009148e-01  -5.743749999999949729e-01  -7.553749999999991305e-01  8.307500000000050955e-01  -2.698749999999992544e-01  7.540199995040893555e+00
-1.787500000000052935e-02  5.162499999999958789e-01  -4.265000000000032654e-01  -6.371249999999988312e-01  7.428749999999969544e-01  -2.277500000000005076e-01  7.579401016235351562e+00
-1.717500000000121707e-01  5.006249999999975442e-01  -4.826250000000004148e-01  -6.243749999999999023e-01  6.117500000000081206e-01  -2.391249999999997544e-01  7.618016958236694336e+00
-5.575000000000024380e-01  3.577500000000038982e-01  -3.843749999999993006e-01  -5.093749999999993561e-01  1.325000000000076117e-01  -2.024999999999995415e-01  7.664809942245483398e+00
-8.773749999999996829e-01  2.746250000000005631e-01  -2.168749999999983191e-01  -4.166250000000003006e-01  -2.249999999999474642e-02  -1.918749999999993239e-01  7.698122024536132812e+00
-8.882500000000070894e-01  1.280000000000031113e-01  -7.562499999999583444e-02  -3.637499999999994627e-01  -3.176250000000019336e-01  -1.748750000000005578e-01  7.730406045913696289e+00
-1.036250000000002336e+00  -1.257500000000008611e-01  1.575000000000187361e-02  -1.961249999999983840e-01  -5.996250000000064029e-01  -1.868749999999995415e-01  7.764045000076293945e+00
-1.274749999999991168e+00  -2.956250000000007483e-01  3.550000000000011480e-01  1.183749999999969549e-01  -8.522499999999988418e-01  -1.940000000000005886e-01  7.804390907287597656e+00
-1.329125000000000334e+00  -4.121249999999992975e-01  4.364999999999993885e-01  2.817500000000042193e-01  -9.939999999999948876e-01  -1.787500000000000755e-01  7.837167024612426758e+00
-1.281125000000000957e+00  -5.570000000000019380e-01  5.650000000000029443e-01  3.276250000000014984e-01  -1.222250000000001169e+00  -1.742499999999999327e-01  7.880043029785156250e+00
-1.057874999999999677e+00  -5.115000000000049507e-01  4.964999999999969438e-01  2.908749999999994396e-01  -1.002499999999996394e+00  -9.087499999999980316e-02  7.918767929077148438e+00
-1.099750000000003558e+00  -5.259999999999986908e-01  5.072500000000007558e-01  3.294999999999999041e-01  -9.758750000000010472e-01  -1.123749999999996280e-01  7.948722124099731445e+00
-9.344999999999977769e-01  -5.413750000000001616e-01  5.562500000000011324e-01  4.136249999999973004e-01  -9.233750000000040536e-01  -1.481249999999998124e-01  7.982350111007690430e+00
-8.676250000000037543e-01  -4.965000000000003855e-01  5.498750000000017790e-01  4.292499999999990767e-01  -9.236250000000042482e-01  -1.422500000000000153e-01  8.016704082489013672e+00
5.562500000000011879e-02  3.825000000000008948e-02  6.874999999999936717e-03  3.625000000000155875e-02  3.412499999999596412e-02  1.237500000000001654e-01  8.043692111968994141e+00
3.749999999999999167e-02  -1.473749999999999782e-01  -2.348750000000000004e-01  5.952499999999999458e-01  1.487499999999996811e-02  4.632499999999999951e-01  8.873434066772460938e+00
2.974999999999999867e-02  -3.023750000000000049e-01  -2.248749999999999916e-01  4.488749999999999130e-01  2.266249999999999931e-01  -1.340000000000000080e-01  8.956838130950927734e+00
1.951125000000000664e+00  -2.521500000000000963e+00  3.177875000000000227e+00  1.230125000000000357e+00  4.996249999999998970e+00  -2.069749999999999535e+00  9.025103092193603516e+00
-4.136874999999999858e+00  -3.189000000000004054e+00  3.547875000000005663e+00  2.045124999999998305e+00  -2.153000000000002245e+00  -2.101499999999999257e+00  9.097414970397949219e+00
-2.129624999999999435e+00  -2.041125000000004519e+00  2.052999999999999048e+00  6.503749999999947073e-01  -5.019124999999999837e+00  -9.904999999999982707e-01  9.166579961776733398e+00
-5.599999999999979439e-01  -1.154125000000005841e+00  1.161375000000006041e+00  6.740000000000009317e-01  -3.224750000000002004e+00  -1.841124999999999012e+00  9.224725008010864258e+00
-2.525375000000003478e+00  -9.751249999999933582e-01  9.691249999999873577e-01  8.535000000000000364e-01  -1.920749999999998847e+00  -2.093250000000004718e+00  9.280334949493408203e+00
-3.795374999999989729e+00  -7.376249999999917595e-01  8.654999999999912763e-01  5.972500000000005027e-01  -2.535124999999998963e+00  -4.106249999999977973e-01  9.362565994262695312e+00
-3.139999999999989910e+00  -1.938749999999961338e-01  2.408750000000015046e-01  -5.124999999999990674e-01  -3.708749999999927383e-01  7.754999999999984128e-01  9.428997039794921875e+00
-1.148499999999996746e+00  5.608750000000023439e-01  -6.758749999999924540e-01  -9.041250000000056186e-01  1.413750000000130180e-01  5.275000000000001910e-01  9.493087053298950195e+00
-2.209999999999989750e+00  4.973750000000082272e-01  -4.938749999999908491e-01  -3.720000000000042717e-01  -1.615375000000002226e+00  1.777499999999904157e-01  9.561224937438964844e+00
-6.774999999999975486e-01  7.049999999999972955e-01  -6.531249999999905187e-01  -6.542500000000019966e-01  -6.218750000000078382e-01  1.832499999999959162e-01  9.620378017425537109e+00
1.053749999999908926e-01  9.842499999999920757e-01  -9.738749999999990470e-01  -9.148750000000024363e-01  7.479999999999986660e-01  2.823750000000013749e-01  9.678735017776489258e+00
4.124999999993717026e-03  9.648750000000039240e-01  -7.894999999999985363e-01  -8.172499999999984777e-01  1.718499999999997696e+00  3.587500000000465317e-02  9.728518009185791016e+00
7.132499999999986073e-01  8.655000000000051541e-01  -9.073750000000019300e-01  -9.516250000000010534e-01  2.311250000000000693e+00  -1.425000000000037348e-01  9.790163993835449219e+00
1.151874999999996652e+00  9.154999999999996474e-01  -9.943750000000056710e-01  -1.113750000000000240e+00  2.382999999999996010e+00  4.425000000000955946e-02  9.845021963119506836e+00
1.557625000000006921e+00  8.557499999999953477e-01  -9.743749999999995470e-01  -8.529999999999995364e-01  1.944124999999997883e+00  2.072499999999921627e-01  9.911456108093261719e+00
1.523625000000000673e+00  7.508749999999980718e-01  -8.026250000000012541e-01  -6.958750000000000213e-01  1.264999999999998792e+00  2.911250000000031868e-01  9.972082138061523438e+00
1.713375000000002979e+00  7.957499999999978479e-01  -8.718750000000010658e-01  -4.716249999999997944e-01  8.531250000000014655e-01  4.871249999999979763e-01  1.002382493019104004e+01
2.103875000000004825e+00  9.842499999999989591e-01  -1.008000000000002006e+00  -7.221250000000005720e-01  1.051750000000000629e+00  5.458750000000012204e-01  1.010520100593566895e+01
2.234125000000003247e+00  1.101500000000001700e+00  -1.094500000000001805e+00  -8.521250000000004654e-01  1.396000000000000130e+00  4.590000000000010738e-01  1.015255212783813477e+01
2.315875000000009010e+00  1.280999999999999028e+00  -1.336750000000000993e+00  -1.065500000000000558e+00  1.654124999999999401e+00  3.973749999999984239e-01  1.019730401039123535e+01
1.996375000000001565e+00  1.543125000000000302e+00  -1.695750000000000091e+00  -1.385125000000000828e+00  1.916249999999997788e+00  2.666250000000064402e-01  1.029086995124816895e+01
1.950375000000000636e+00  2.518374999999999808e+00  -2.650999999999998913e+00  7.852500000000012248e-01  1.438749999999995532e+00  5.022500000000026388e-01  1.035160398483276367e+01
1.608624999999999750e+00  1.374625000000004205e+00  -1.582125000000000226e+00  4.183749999999986091e-01  8.774999999999962830e-01  5.877499999999979963e-01  1.042228198051452637e+01
1.273500000000000298e+00  1.588749999999958251e-01  -3.357499999999957740e-01  -5.822499999999993792e-01  3.768750000000056777e-01  4.764999999999977587e-01  1.047647404670715332e+01
1.035249999999999782e+00  -3.680000000000002713e-01  2.442500000000014104e-01  -8.661250000000022542e-01  2.293750000000038813e-01  3.864999999999979563e-01  1.051653194427490234e+01
8.618750000000015010e-01  -5.196250000000026681e-01  3.985000000000030185e-01  -6.759999999999960485e-01  4.337500000000521494e-02  3.545000000000006479e-01  1.055180597305297852e+01
