   tau1     tau2   tau3   tau4  tau5   tau6   t1
6.794999999999995488e-01  -2.993749999999975597e-01  2.288750000000033813e-01  -5.446249999999999147e-01  -1.628749999999998255e-01  2.509999999999977249e-01  1.058931303024291992e+01
5.115000000000015090e-01  -3.308750000000013070e-01  2.112500000000031020e-01  -1.186250000000041438e-01  -2.416250000000022546e-01  3.212500000000020894e-01  1.062902092933654785e+01
3.533750000000029923e-01  -2.297500000000007869e-01  1.652500000000056701e-01  -2.921249999999972480e-01  -2.931250000000051870e-01  2.969999999999986540e-01  1.066574907302856445e+01
3.064999999999977187e-01  -2.012500000000000400e-01  1.123749999999978932e-01  -2.818750000000008749e-01  -3.667499999999990212e-01  2.584999999999982867e-01  1.070836400985717773e+01
1.845000000000006357e-01  -2.072499999999991016e-01  1.148749999999969240e-01  -1.721249999999951985e-01  -5.133749999999964730e-01  2.555000000000022253e-01  1.074491596221923828e+01
1.536250000000009830e-01  -2.828750000000018749e-01  1.840000000000001357e-01  -2.812500000000384137e-02  -5.582500000000031326e-01  2.833749999999988778e-01  1.078342700004577637e+01
3.625000000000155875e-02  -3.584999999999977094e-01  2.498750000000000970e-01  4.425000000000262057e-02  -6.230000000000054383e-01  2.908749999999994396e-01  1.083746194839477539e+01
-9.924999999999864486e-02  -4.062500000000003331e-01  3.467499999999998361e-01  3.708749999999996771e-01  -6.970000000000031726e-01  2.503750000000005693e-01  1.087802290916442871e+01
-1.201249999999987050e-01  -5.008750000000012914e-01  4.253749999999986708e-01  4.928749999999967879e-01  -8.217500000000029781e-01  2.885000000000005338e-01  1.091865897178649902e+01
-1.993749999999981648e-01  -4.223749999999991123e-01  4.682499999999998885e-01  6.376250000000027729e-01  -7.697499999999996012e-01  3.168749999999994627e-01  1.096318411827087402e+01
-2.767500000000026605e-01  -4.667499999999983884e-01  4.333749999999997327e-01  6.078750000000007203e-01  -8.159999999999972831e-01  2.962499999999996247e-01  1.101318693161010742e+01
-3.128750000000006248e-01  -4.643750000000029798e-01  3.805000000000023364e-01  6.438750000000020846e-01  -7.158750000000012603e-01  2.877499999999997837e-01  1.105711102485656738e+01
-4.013749999999989271e-01  -3.566249999999993037e-01  3.948749999999993654e-01  6.784999999999985487e-01  -6.392500000000008731e-01  2.611249999999992188e-01  1.110032200813293457e+01
7.000000000000061728e-02  -1.925000000000190448e-02  -1.287499999999899836e-02  -3.950000000000133960e-02  2.262499999999834088e-02  1.099999999999885791e-02  1.113540005683898926e+01
-1.250000000000030384e-04  -1.303749999999999909e-01  -2.237500000000000253e-02  3.075000000000000303e-02  -1.487499999999999586e-02  9.499999999999999764e-03  1.194332408905029297e+01
6.624999999999998078e-03  -1.523750000000000104e-01  -5.587499999999999412e-02  1.148750000000000049e-01  2.887499999999999789e-02  3.774999999999999190e-02  1.202399110794067383e+01
9.582499999999999352e-01  1.355124999999999913e+00  -2.187374999999999847e+00  -1.656875000000000320e+00  -4.734374999999999112e+00  3.852875000000000494e+00  1.210181403160095215e+01
1.015125000000000277e+00  1.067125000000000323e+00  -1.766750000000000931e+00  -1.252625000000000322e+00  -3.263250000000001982e+00  4.212750000000001549e+00  1.216559696197509766e+01
2.616249999999979425e-01  -6.327500000000013669e-01  2.731249999999990630e-01  -1.039499999999998758e+00  7.947500000000107256e-01  1.276125000000002840e+00  1.226371097564697266e+01
6.881250000000012079e-01  -1.751874999999999849e+00  1.812250000000001249e+00  -2.590000000000022840e-01  1.348499999999995591e+00  7.572500000000009779e-01  1.231108808517456055e+01
2.673124999999998419e+00  -3.499999999999995892e-01  6.595000000000003082e-01  1.508749999999999591e+00  1.529250000000002885e+00  7.642499999999941007e-01  1.239359402656555176e+01
-8.840000000000027836e-01  3.648000000000000131e+00  -3.380999999999998451e+00  -1.676750000000001073e+00  -3.268750000000000711e+00  2.341250000000016929e-01  1.249312090873718262e+01
-2.353249999999994291e+00  1.687500000000022315e-01  2.113749999999997575e-01  1.535625000000005791e+00  9.382125000000002046e+00  -1.647500000000051701e-01  1.258982110023498535e+01
1.454249999999997156e+00  -4.520624999999999893e+00  4.724124999999999019e+00  3.937625000000000153e+00  -5.982500000000015028e-01  -5.183749999999875957e-01  1.266592097282409668e+01
7.944999999999965423e-01  -1.190375000000000405e+00  1.380000000000001004e+00  1.022124999999998618e+00  -5.914250000000000895e+00  -9.511249999999971116e-01  1.276715111732482910e+01
-8.420000000000024132e-01  -5.562500000000011879e-02  3.058750000000005631e-01  5.353750000000011555e-01  -2.221875000000005151e+00  -8.184999999999997833e-01  1.282970094680786133e+01
-3.017499999999964655e-01  -4.941249999999980380e-01  6.964999999999992308e-01  8.278749999999986953e-01  5.730000000000040616e-01  -5.127500000000062563e-01  1.288794994354248047e+01
6.962500000000371170e-02  -7.061249999999984484e-01  8.519999999999985363e-01  7.935000000000025366e-01  8.629999999999956595e-01  -4.080000000000055804e-01  1.293695712089538574e+01
7.099999999999467848e-02  -7.757499999999986073e-01  9.249999999999987121e-01  9.082499999999993356e-01  6.938749999999965778e-01  -2.940000000000025926e-01  1.298165011405944824e+01
4.678749999999995413e-01  -5.768750000000044675e-01  6.976250000000002727e-01  6.958749999999985780e-01  6.482500000000029905e-01  -2.513749999999981277e-01  1.304003095626831055e+01
6.244999999999930607e-01  -2.144999999999994134e-01  2.430000000000001603e-01  2.198750000000013194e-01  3.362499999999962741e-01  -3.907499999999952678e-01  1.309574198722839355e+01
7.006249999999963896e-01  -4.225000000000062039e-02  1.238749999999955165e-01  1.875000000000001665e-01  3.304999999999974625e-01  -5.469999999999919371e-01  1.313804697990417480e+01
5.879999999999981908e-01  6.837500000000246159e-02  -7.037500000000446176e-02  -3.949999999999787015e-02  4.014999999999990798e-01  -5.282499999999940021e-01  1.318129491806030273e+01
3.903749999999983622e-01  2.214999999999994751e-01  -1.867499999999994165e-01  -2.899999999999985922e-01  6.532500000000009965e-01  -4.583749999999969793e-01  1.322228407859802246e+01
3.425000000000025246e-01  3.176250000000019336e-01  -3.545000000000006479e-01  -8.849999999999830225e-02  7.798750000000027605e-01  -6.217499999999972493e-01  1.326167702674865723e+01
5.237500000000033795e-02  4.532500000000022622e-01  -4.206250000000008593e-01  -5.418749999999972200e-01  9.892500000000005178e-01  -6.451249999999963958e-01  1.331139993667602539e+01
9.112499999999745803e-02  5.486250000000004734e-01  -4.850000000000062594e-01  -6.133749999999993374e-01  1.145000000000000240e+00  -3.911249999999991123e-01  1.335222506523132324e+01
4.799999999999943201e-02  6.981249999999973310e-01  -6.136249999999995319e-01  -7.146249999999965130e-01  1.185250000000000581e+00  -6.327500000000013669e-01  1.341092109680175781e+01
1.349999999999962341e-02  7.261250000000010196e-01  -7.628749999999996367e-01  -8.636249999999997540e-01  1.230125000000000135e+00  -7.001249999999958895e-01  1.346510791778564453e+01
1.247499999999998610e-01  7.541250000000012665e-01  -6.991249999999983311e-01  -7.724999999999988542e-01  1.089500000000000135e+00  -5.451250000000004148e-01  1.352694797515869141e+01
6.791249999999956488e-01  8.521250000000004654e-01  -8.756250000000014300e-01  -1.003625000000001100e+00  1.272000000000000464e+00  -6.077499999999971259e-01  1.357418298721313477e+01
1.657749999999999391e+00  1.226875000000000604e+00  -1.274624999999999675e+00  -1.314124999999999321e+00  1.659624999999997907e+00  -5.531250000000015321e-01  1.362416005134582520e+01
1.344375000000008757e+00  1.394374999999999920e+00  -1.290999999999999925e+00  -1.382625000000000215e+00  1.473874999999999380e+00  -5.442499999999995675e-01  1.366653800010681152e+01
9.021249999999897407e-01  1.202874999999999028e+00  -1.205874999999999808e+00  -1.294749999999999845e+00  1.205125000000001334e+00  -4.986249999999990412e-01  1.370980811119079590e+01
6.327500000000013669e-01  1.059749999999999970e+00  -1.127124999999999710e+00  -1.239374999999999893e+00  1.048500000000000876e+00  -4.342499999999971383e-01  1.375008606910705566e+01
1.257499999999939222e-01  7.860000000000019194e-01  -8.788750000000011831e-01  -1.004500000000000171e+00  8.521249999999952474e-01  -4.176249999999978590e-01  1.380340600013732910e+01
-2.748749999999938742e-01  5.514999999999998792e-01  -6.832499999999998019e-01  -7.943749999999999423e-01  7.103749999999992015e-01  -4.152499999999989533e-01  1.385153198242187500e+01
-6.125000000000019318e-01  4.736250000000017946e-01  -5.417500000000005089e-01  -6.358749999999975255e-01  4.642499999999993854e-01  -3.501249999999997420e-01  1.389969897270202637e+01
-8.332500000000075957e-01  4.883750000000026681e-01  -4.840000000000017621e-01  -5.667500000000013083e-01  4.638750000000024798e-01  -2.801249999999991247e-01  1.395291709899902344e+01
-9.592499999999948290e-01  4.545000000000035123e-01  -4.061250000000002358e-01  -5.188750000000019735e-01  1.586250000000094529e-01  -2.026250000000014151e-01  1.399892497062683105e+01
-1.052000000000011148e+00  1.858749999999950719e-01  -2.653749999999982512e-01  -2.965000000000015956e-01  -2.510000000000012221e-01  -2.258750000000003810e-01  1.403816294670104980e+01
-1.214500000000007240e+00  -1.150000000000456213e-02  -1.337500000000296785e-02  -1.197499999999983300e-01  -5.729999999999970672e-01  -1.924999999999999489e-01  1.407812690734863281e+01
-1.088999999999999746e+00  -1.453750000000031406e-01  9.187499999999820810e-02  -6.925000000000333666e-02  -6.917499999999978666e-01  -1.875000000000001665e-01  1.411504793167114258e+01
-1.104500000000001370e+00  -2.677499999999971569e-01  2.092500000000011018e-01  1.387499999999999845e-01  -9.191250000000067422e-01  -1.567499999999988902e-01  1.414819812774658203e+01
-1.109624999999996087e+00  -3.961250000000041127e-01  3.261249999999999982e-01  2.671250000000000013e-01  -9.527500000000022062e-01  -1.873750000000000415e-01  1.418838310241699219e+01
-1.147874999999999535e+00  -4.901250000000009766e-01  4.831250000000009148e-01  4.252500000000020153e-01  -1.103750000000000453e+00  -1.402499999999997360e-01  1.423162412643432617e+01
-1.036124999999998852e+00  -4.998750000000002913e-01  3.962500000000007683e-01  3.018750000000000600e-01  -1.039499999999998758e+00  -1.745000000000001827e-01  1.426047992706298828e+01
-9.567499999999992122e-01  -4.796250000000008562e-01  4.616250000000002296e-01  3.851250000000000506e-01  -9.618750000000009237e-01  -1.311250000000001581e-01  1.430214500427246094e+01
3.750000000000280886e-02  -3.687500000000218381e-02  -3.750000000003750333e-04  4.375000000000212053e-02  3.562500000000440314e-02  6.549999999999958633e-02  1.433685803413391113e+01
-2.250000000000000264e-03  2.987499999999998143e-02  -4.962500000000000244e-02  -2.353750000000000009e-01  4.312500000000000361e-02  3.925000000000000155e-01  1.515551209449768066e+01
5.750000000000004240e-03  -4.124999999999998460e-03  -7.499999999999998855e-03  3.556249999999999689e-01  3.506250000000000200e-01  1.499999999999999944e-02  1.524864602088928223e+01
1.755750000000000366e+00  -3.031125000000000735e+00  2.962999999999998746e+00  1.459124999999999561e+00  6.731375000000004327e+00  -3.135625000000000995e+00  1.533815002441406250e+01
-2.409625000000000128e+00  -2.365249999999999186e+00  2.493250000000002409e+00  2.375624999999999432e+00  -3.164750000000000618e+00  -1.777000000000000801e+00  1.540936899185180664e+01
-2.438499999999999446e+00  -1.237624999999999087e+00  1.383624999999999439e+00  1.808500000000004437e+00  -5.154999999999999361e+00  -7.407499999999983542e-01  1.547365307807922363e+01
-1.785749999999999060e+00  -7.963750000000019424e-01  8.715000000000111546e-01  1.085249999999995829e+00  -3.199999999999999734e+00  -4.341250000000004827e-01  1.553544807434082031e+01
-1.699124999999995778e+00  -7.828750000000023190e-01  5.917499999999881188e-01  -2.095000000000013518e-01  -1.998375000000000012e+00  -3.205000000000013394e-01  1.559857797622680664e+01
-1.695374999999998966e+00  -4.773749999999882254e-01  5.489999999999939373e-01  -7.861250000000055138e-01  -1.555874999999998121e+00  -1.790000000000055436e-01  1.565422701835632324e+01
-1.972874999999998824e+00  -3.068749999999981215e-01  3.768749999999987388e-01  -7.041249999999998899e-01  -1.128249999999997311e+00  -7.512499999999533440e-02  1.571668100357055664e+01
-1.227749999999999675e+00  -1.526250000000034523e-01  -5.175000000000318234e-02  -5.868750000000005906e-01  -4.562499999999983236e-01  7.237499999999952305e-02  1.576622295379638672e+01
-1.100125000000007347e+00  -7.699999999999374012e-02  -2.904999999999990923e-01  -5.067500000000002558e-01  -5.275000000000001910e-01  8.099999999999774047e-02  1.583200311660766602e+01
3.497500000000097753e-01  5.112500000000047562e-01  -6.001249999999930251e-01  -4.036249999999977356e-01  -7.793750000000126965e-01  4.528749999999984177e-01  1.589384603500366211e+01
1.528624999999991685e+00  1.682749999999996637e+00  -1.316124999999987333e+00  -3.009999999999991571e-01  -1.800124999999999531e+00  3.776249999999994889e-01  1.597581911087036133e+01
1.198875000000001911e+00  1.411500000000003086e+00  -1.100625000000000853e+00  1.099000000000002641e+00  -1.186625000000010477e+00  4.247499999999945763e-01  1.607057094573974609e+01
-2.020374999999997812e+00  8.711250000000003713e-01  -4.517500000000007621e-01  6.723750000000028315e-01  -9.499999999995623057e-03  2.143749999999958189e-01  1.612639212608337402e+01
-3.211125000000008889e+00  5.636249999999981553e-01  -3.666250000000023657e-01  -2.469999999999972218e-01  1.051749999999990193e+00  -1.180000000000000493e-01  1.617182898521423340e+01
-9.247500000000019593e-01  7.687499999999986011e-01  -8.869999999999989004e-01  -7.838750000000033191e-01  1.839124999999997012e+00  -2.118750000000002576e-01  1.622542309761047363e+01
-7.162499999999183409e-02  9.539999999999999591e-01  -1.129125000000001711e+00  -8.719999999999977769e-01  2.277874999999998540e+00  -1.908750000000000724e-01  1.626827812194824219e+01
2.499999999933111283e-04  1.166000000000000369e+00  -1.280124999999999957e+00  -9.523749999999983062e-01  2.689749999999990759e+00  -3.035000000000051545e-01  1.630483913421630859e+01
4.749999999997811528e-03  1.464999999999999192e+00  -1.540500000000000203e+00  -1.254749999999998922e+00  2.857125000000002135e+00  -2.474999999999977218e-01  1.634254598617553711e+01
2.037500000000302958e-02  1.478750000000000897e+00  -1.647624999999999673e+00  -1.400125000000000286e+00  2.655625000000001901e+00  -2.884999999999970921e-01  1.638746595382690430e+01
3.146249999999989333e-01  1.609499999999999931e+00  -1.605875000000000608e+00  -1.511999999999999345e+00  2.342000000000000082e+00  -3.662500000000540323e-02  1.642761301994323730e+01
5.716250000000061560e-01  1.496250000000000080e+00  -1.475875000000000270e+00  -1.364249999999999963e+00  2.162999999999999812e+00  3.099999999999630829e-02  1.647068810462951660e+01
9.419999999999983942e-01  1.405499999999998639e+00  -1.461874999999999591e+00  -1.195874999999999799e+00  2.039000000000000146e+00  1.514999999999988578e-01  1.650758314132690430e+01
1.169375000000000275e+00  1.263500000000000734e+00  -1.305375000000001062e+00  -1.185250000000000581e+00  1.849250000000000060e+00  1.521249999999960134e-01  1.654608201980590820e+01
1.447875000000001133e+00  1.134500000000000064e+00  -1.253374999999997463e+00  -1.114125000000000476e+00  1.737125000000000696e+00  2.056249999999940070e-01  1.658937811851501465e+01
1.539499999999999202e+00  9.227499999999999591e-01  -1.004125000000001489e+00  -9.966250000000009823e-01  1.505624999999999991e+00  2.863749999999984364e-01  1.662669992446899414e+01
1.747625000000002649e+00  8.582499999999978479e-01  -8.694999999999952767e-01  -8.086250000000002602e-01  1.280374999999996710e+00  3.546249999999973035e-01  1.665927410125732422e+01
1.589375000000003979e+00  5.982500000000015028e-01  -6.011250000000009086e-01  -6.388750000000005258e-01  1.051124999999999865e+00  4.176250000000047979e-01  1.669600892066955566e+01
1.307249999999995804e+00  6.417499999999964899e-01  -7.083750000000040847e-01  -7.197499999999981135e-01  1.224249999999996064e+00  2.857499999999943419e-01  1.673120808601379395e+01
1.143249999999998323e+00  5.874999999999976907e-01  -6.118749999999978373e-01  -6.479999999999958016e-01  1.109874999999996170e+00  2.717500000000011573e-01  1.675722813606262207e+01
1.019749999999999712e+00  2.090000000000008518e-01  -3.089999999999967772e-01  -3.227499999999966507e-01  6.219999999999975548e-01  3.361249999999996185e-01  1.684722495079040527e+01
9.412499999999975886e-01  6.975000000000036726e-02  -1.527500000000001079e-01  -1.773750000000004490e-01  4.450000000000009504e-01  3.890000000000004565e-01  1.688027596473693848e+01
8.651249999999978124e-01  -6.599999999999661693e-02  -3.875000000000405898e-03  -5.812499999999914957e-02  2.793750000000053135e-01  4.187500000000024536e-01  1.691921997070312500e+01
7.917500000000007310e-01  -8.499999999994622968e-03  -1.112500000000071765e-02  -4.975000000000118217e-02  2.747499999999972187e-01  3.048750000000030602e-01  1.695599699020385742e+01
7.843750000000003775e-01  -1.948750000000040727e-01  1.617500000000021698e-01  7.912499999999933475e-02  1.212499999999477884e-02  3.821250000000039893e-01  1.699517393112182617e+01
7.037500000000012079e-01  5.300000000000443245e-02  8.474999999999455191e-02  -1.412500000000371791e-02  3.750000000038444803e-04  3.705000000000027716e-01  1.703400611877441406e+01
5.507499999999991847e-01  -1.757500000000022933e-01  1.142500000000032379e-01  1.837500000000102940e-02  -2.549999999999774669e-02  3.052499999999999658e-01  1.707053303718566895e+01
4.774999999999987588e-01  -1.346249999999993285e-01  1.553749999999992637e-01  1.140000000000029878e-01  -1.124999999999945488e-01  3.336250000000005600e-01  1.711478710174560547e+01
4.373749999999994031e-01  -1.448750000000026406e-01  2.254999999999965365e-01  9.087499999999720801e-02  -2.717500000000011573e-01  3.511250000000007421e-01  1.715695500373840332e+01
3.537499999999998979e-01  -2.824999999999980305e-01  2.834999999999990306e-01  2.471250000000008162e-01  -4.780000000000061977e-01  3.857500000000006479e-01  1.720014595985412598e+01
2.723750000000000338e-01  -4.089999999999996416e-01  3.876249999999956120e-01  3.152500000000030278e-01  -5.783749999999989733e-01  3.529999999999991478e-01  1.723815202713012695e+01
2.227499999999998648e-01  -4.781250000000028533e-01  4.526249999999981677e-01  4.102500000000008917e-01  -6.841250000000006493e-01  3.830000000000013949e-01  1.728150391578674316e+01
2.261249999999999649e-01  -5.413750000000036033e-01  5.453750000000007203e-01  4.294999999999993268e-01  -7.128750000000017017e-01  3.955000000000000182e-01  1.732110500335693359e+01
1.497499999999999665e-01  -6.671249999999975255e-01  6.093750000000022204e-01  5.232499999999994378e-01  -8.987499999999967182e-01  4.099999999999971445e-01  1.735966205596923828e+01
1.097499999999999309e-01  -6.180000000000004379e-01  6.093749999999987788e-01  5.625000000000004441e-01  -8.267500000000010951e-01  3.370000000000004658e-01  1.740154409408569336e+01
4.874999999999996697e-02  -6.571249999999979607e-01  6.724999999999994316e-01  5.388750000000011031e-01  -8.569999999999966533e-01  3.829999999999996740e-01  1.745076012611389160e+01
6.125000000000054012e-03  -6.675000000000083644e-02  7.362499999999730371e-02  1.258750000000009861e-01  -8.049999999999724043e-02  2.650000000000048150e-02  1.749696803092956543e+01
1.250000000000030384e-04  -2.371249999999999747e-01  1.087500000000000619e-02  4.974999999999999978e-01  -1.462500000000000258e-02  2.315000000000000113e-01  1.830704903602600098e+01
1.075000000000000087e-02  1.867499999999999716e-01  -9.700000000000000289e-02  3.902499999999999858e-01  1.474999999999999228e-02  4.329999999999999960e-01  1.838061594963073730e+01
-6.111249999999996962e-01  9.097499999999999476e-01  1.291249999999999787e+00  3.559750000000000192e+00  -6.873375000000001123e+00  4.728875000000000384e+00  1.848826193809509277e+01
4.428749999999999964e+00  -1.463374999999999426e+00  -9.062500000000042744e-02  -3.042249999999999677e+00  3.959999999999991083e+00  3.692750000000008637e+00  1.856364893913269043e+01
-4.826250000000004148e-01  -2.435000000000006604e-01  -4.910624999999999574e+00  -3.085000000000000853e+00  -3.448750000000000426e+00  1.786250000000016991e-01  1.865479803085327148e+01
2.637500000000000955e-01  -4.913749999999987295e-01  1.408625000000003569e+00  4.506750000000000256e+00  -5.757499999999998730e-01  -1.464999999999994085e+00  1.873296308517456055e+01
-5.172500000000037623e-01  -3.604999999999997096e-01  2.046749999999999847e+00  2.245499999999997609e+00  -8.237499999999980949e-01  9.452499999999947056e-01  1.882920193672180176e+01
-3.030374999999998487e+00  -6.572500000000015552e-01  -6.750000000000679068e-03  -3.126250000000038720e-01  2.241999999999993776e+00  8.032499999999914708e-01  1.891242599487304688e+01
2.278125000000000622e+00  1.271000000000001240e+00  -1.231000000000000094e+00  -3.851375000000000437e+00  3.716375000000000650e+00  -1.104125000000011347e+00  1.900016212463378906e+01
1.662999999999997813e+00  4.809999999999987619e-01  -2.725000000000036421e-02  4.632500000000001061e-01  -4.942499999999999116e-01  -2.217749999999990340e+00  1.905953812599182129e+01
3.149999999999680833e-02  -9.637499999999923905e-02  4.906249999999997558e-01  2.520874999999998867e+00  -2.286624999999996799e+00  -1.878375000000001460e+00  1.910648798942565918e+01
-1.391874999999997309e+00  4.649999999999966660e-02  1.447500000000003506e-01  1.265874999999999639e+00  -1.491374999999996120e+00  -6.801250000000036433e-01  1.916202497482299805e+01
-7.257499999999972307e-01  2.438749999999992868e-01  -1.267500000000001126e-01  1.678749999999978870e-01  -2.017500000000005400e-01  -6.375000000002906120e-03  1.922171902656555176e+01
3.803750000000022391e-01  2.547500000000006426e-01  -1.494999999999994666e-01  4.181250000000052980e-01  5.566249999999980380e-01  1.460000000000002962e-01  1.929295706748962402e+01
1.154624999999999346e+00  3.687500000000001332e-01  -2.557499999999999218e-01  3.676250000000033658e-01  4.844999999999988205e-01  1.318749999999965783e-01  1.936278510093688965e+01
9.872499999999950759e-01  3.823749999999999094e-01  -2.725000000000001865e-01  8.474999999999455191e-02  7.495000000000001661e-01  -1.274999999999887335e-02  1.941451001167297363e+01
6.344999999999961782e-01  3.862500000000000377e-01  -2.748750000000008131e-01  -8.550000000000224087e-02  7.074999999999997957e-01  -4.475000000000312061e-02  1.945654392242431641e+01
5.503750000000057208e-01  3.584999999999998743e-01  -3.006250000000005307e-01  -2.566249999999964393e-01  6.488750000000000906e-01  -1.435000000000047349e-01  1.949679613113403320e+01
2.946249999999997482e-01  4.435000000000002829e-01  -2.854999999999993099e-01  -3.357500000000027129e-01  5.628750000000009024e-01  -1.737500000000002931e-01  1.953783893585205078e+01
1.301250000000017670e-01  4.318749999999999534e-01  -3.296250000000000568e-01  -3.591250000000018039e-01  6.321249999999972724e-01  -2.553750000000021281e-01  1.958152198791503906e+01
-4.137500000000321476e-02  4.037499999999996092e-01  -3.121249999999998748e-01  -4.857500000000000706e-01  6.788749999999988960e-01  -4.107499999999944529e-01  1.962738013267517090e+01
-1.321250000000037672e-01  3.526250000000005214e-01  -2.793750000000018163e-01  -5.922500000000024967e-01  7.077499999999999902e-01  -4.066250000000007359e-01  1.968322396278381348e+01
-3.272500000000011511e-01  2.446250000000000369e-01  -1.428750000000006404e-01  -5.185000000000016263e-01  5.666249999999998233e-01  -5.493749999999977263e-01  1.977056598663330078e+01
3.433499999999999108e+00  3.387499999999987743e-01  -2.419999999999991602e-01  -6.905000000000001137e-01  3.328000000000001180e+00  -6.129999999999954374e-01  1.986144804954528809e+01
2.680249999999995136e+00  5.383749999999971614e-01  -4.584999999999970766e-01  -8.511250000000011307e-01  2.686750000000001748e+00  -6.223750000000013438e-01  1.990961909294128418e+01
1.042874999999998664e+00  9.408750000000006830e-01  -8.289999999999998481e-01  -1.254999999999999227e+00  1.411125000000006180e+00  -6.533750000000045910e-01  1.994408202171325684e+01
-1.436250000000083293e-01  1.079749999999997323e+00  -1.024875000000001535e+00  -1.419125000000000192e+00  4.918750000000027267e-01  -5.376249999999964668e-01  2.000080609321594238e+01
-1.212500000000171774e-02  8.365000000000039071e-01  -8.203750000000050724e-01  -1.321499999999999675e+00  3.788750000000007390e-01  -4.752499999999999503e-01  2.004722595214843750e+01
-4.547499999999898845e-01  8.504999999999970361e-01  -7.738750000000002016e-01  -1.368125000000001146e+00  5.766250000000041620e-01  -4.522499999999977649e-01  2.008977699279785156e+01
-5.280000000000006910e-01  5.781250000000056621e-01  -5.939999999999973079e-01  -1.100874999999997605e+00  4.759999999999972586e-01  -3.979999999999990212e-01  2.012809300422668457e+01
-5.811249999999879012e-01  3.633749999999991154e-01  -2.631249999999960010e-01  -8.338750000000012541e-01  1.848750000000010107e-01  -4.206250000000008593e-01  2.016650295257568359e+01
-6.270000000000025553e-01  2.828750000000018749e-01  -2.619999999999983453e-01  -6.667499999999971783e-01  5.750000000000199396e-02  -3.705000000000027716e-01  2.020813202857971191e+01
-9.466249999999926112e-01  2.137500000000402967e-02  3.012499999999890266e-02  -5.014999999999985025e-01  -1.801249999999893214e-01  -3.820000000000003948e-01  2.025933194160461426e+01
-1.061750000000000194e+00  -1.842500000000038551e-01  1.690000000000024816e-01  -2.707500000000001572e-01  -3.878750000000028009e-01  -3.678750000000001186e-01  2.030009603500366211e+01
-9.591250000000051124e-01  2.216250000000030695e-01  -2.512500000000084110e-02  -3.902500000000017066e-01  -2.994999999999942153e-01  -2.618749999999999689e-01  2.034074997901916504e+01
-8.194999999999937890e-01  2.524999999999749667e-02  -5.425000000000568257e-02  -3.998750000000009241e-01  -3.774999999999958944e-01  -2.027499999999997915e-01  2.038194894790649414e+01
-8.731250000000023714e-01  2.049999999999968514e-02  6.625000000003156142e-03  -2.788749999999978746e-01  -4.727500000000009472e-01  -2.462499999999999412e-01  2.042147493362426758e+01
-9.197500000000038423e-01  -2.197499999999977249e-01  2.842499999999997806e-01  -7.187500000000596190e-02  -5.906249999999974021e-01  -2.249999999999995060e-01  2.045924711227416992e+01
-9.790000000000006475e-01  -2.528749999999996279e-01  5.132499999999997620e-01  1.768749999999999489e-01  -4.142499999999979532e-01  -2.293749999999986633e-01  2.049309301376342773e+01
-9.633750000000024238e-01  -6.161250000000020322e-01  5.791249999999997788e-01  2.296249999999971925e-01  -8.169999999999982832e-01  -1.760000000000007947e-01  2.053023099899291992e+01
-9.171249999999977476e-01  -6.493750000000005906e-01  7.556250000000027667e-01  3.742499999999995830e-01  -8.392499999999997184e-01  -1.711250000000002769e-01  2.056805300712585449e+01
-8.898749999999983062e-01  -8.094999999999976659e-01  7.363749999999974483e-01  4.983750000000022884e-01  -8.939999999999989067e-01  -1.803749999999999798e-01  2.060219502449035645e+01
-7.886250000000011307e-01  -7.760000000000057963e-01  7.462499999999968603e-01  5.210000000000005738e-01  -7.862500000000022249e-01  -1.888749999999997931e-01  2.064280700683593750e+01
-6.778749999999978959e-01  -6.323749999999974669e-01  6.260000000000015552e-01  3.891250000000005538e-01  -7.157500000000011076e-01  -1.363750000000002183e-01  2.068670892715454102e+01
-5.852500000000023794e-01  -6.367499999999983729e-01  5.538750000000022267e-01  4.271250000000004210e-01  -6.716249999999985842e-01  -1.033750000000001612e-01  2.072388100624084473e+01
-5.806249999999978373e-01  -5.460000000000013731e-01  5.386249999999974669e-01  4.361249999999989857e-01  -5.866250000000002851e-01  -9.562500000000022371e-02  2.075510907173156738e+01
4.062499999999899525e-02  7.524999999999892886e-02  -3.024999999999902767e-02  4.337500000000174549e-02  6.025000000000127476e-02  1.324999999999980707e-02  2.079150509834289551e+01
4.012500000000000094e-02  -5.625000000000014537e-03  1.378749999999999976e-01  -3.461250000000000160e-01  3.981249999999999512e-01  4.216250000000000275e-01  2.160775709152221680e+01
-1.612499999999999697e-02  4.500000000000000527e-03  -2.850000000000000103e-02  -5.457499999999999574e-01  -4.832500000000000129e-01  4.722500000000000031e-01  2.169322299957275391e+01
1.348999999999999533e+00  -3.100874999999999382e+00  2.969749999999999446e+00  9.691249999999999032e-01  5.154124999999998735e+00  -2.664749999999999730e+00  2.176752710342407227e+01
-1.787000000000000366e+00  -3.828874999999995588e+00  4.134999999999999787e+00  2.125749999999999140e+00  -1.391000000000003345e+00  -3.063250000000003581e+00  2.183412694931030273e+01
-2.593249999999999833e+00  -2.409499999999995090e+00  2.783874999999991218e+00  1.727374999999999661e+00  -4.229250000000000398e+00  -1.684249999999998249e+00  2.189041495323181152e+01
-2.105499999999999705e+00  -1.421749999999999403e+00  1.875874999999999071e+00  1.053249999999998687e+00  -3.541749999999999954e+00  -8.763749999999986828e-01  2.193792104721069336e+01
