  q1     q2   q3   q4  q5   q6   t1
-1.039799038563863576e+00  -1.134957138692037404e+00  1.544919967651367188e+00  -2.096937004719869435e+00  -1.569955174122945607e+00  -3.569926087056295216e+00  0.000000000000000000e+00
-1.039787117634908498e+00  -1.134957138692037404e+00  1.544932365417480469e+00  -2.096937004719869435e+00  -1.569979015980855763e+00  -3.569913927708761037e+00  9.168386459350585938e-02
-1.042340103779928029e+00  -1.136395756398336232e+00  1.543556213378906250e+00  -2.098685566579000294e+00  -1.574947182332174123e+00  -3.569794480000631154e+00  1.770660877227783203e-01
-1.054182831441060841e+00  -1.143853012715474904e+00  1.536615848541259766e+00  -2.108480755482808888e+00  -1.599226776753560841e+00  -3.568991963063375294e+00  2.385680675506591797e-01
-1.070988003407613576e+00  -1.166776005421773732e+00  1.535502910614013672e+00  -2.122766796742574513e+00  -1.630799118672506154e+00  -3.567064110432760060e+00  3.189399242401123047e-01
-1.074272457753316701e+00  -1.187695805226461232e+00  1.547253608703613281e+00  -2.131699864064351857e+00  -1.638078514729635060e+00  -3.562178913746969044e+00  3.694500923156738281e-01
-1.072066609059469044e+00  -1.203544918690816701e+00  1.559530735015869141e+00  -2.135495964680806935e+00  -1.644281212483541310e+00  -3.556407038365499318e+00  4.113819599151611328e-01
-1.062285725270406544e+00  -1.229728047047750294e+00  1.581991195678710938e+00  -2.132394615803853810e+00  -1.667030159627095998e+00  -3.544792000447408498e+00  4.774050712585449219e-01
-1.043334786091939748e+00  -1.261436764393941701e+00  1.610697746276855469e+00  -2.118743244801656544e+00  -1.706460777913228810e+00  -3.530255142842428029e+00  5.459609031677246094e-01
-1.022142712269918263e+00  -1.287762943898336232e+00  1.636077404022216797e+00  -2.103296105061666310e+00  -1.740504566823140919e+00  -3.518137756978170216e+00  5.993080139160156250e-01
-1.007050816212789357e+00  -1.306799713765279591e+00  1.654983997344970703e+00  -2.090015713368551076e+00  -1.764598671589986623e+00  -3.509455744420186818e+00  6.402668952941894531e-01
-9.887345472918909195e-01  -1.332705799733297169e+00  1.682207107543945312e+00  -2.070329014454976857e+00  -1.797879521046773732e+00  -3.497637573872701466e+00  6.960399150848388672e-01
-9.718082586871545914e-01  -1.354200665150777638e+00  1.705193996429443359e+00  -2.051696125661031544e+00  -1.825485054646627248e+00  -3.487758700047628224e+00  7.443900108337402344e-01
