a1     a2   a3   a4  a5   a6   t1
0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  3.700615882873535156e+00
1.122697306876256802e-03  -1.027417145179755908e-01  -3.089828795515948094e-12  1.259877392358059456e-01  -6.080058412586720334e-02  -3.483983205746631062e-02  4.518148899078369141e+00
1.812631865245223871e-03  -9.473722333072193136e-02  1.696620497499138833e-02  7.910893365457320747e-02  -4.543292536153865219e-02  -2.757273065542012458e-02  4.560229063034057617e+00
1.077246452221111055e-03  -9.706730830963278267e-02  8.099406916909216922e-03  8.883785267914326433e-02  1.355270578179607228e-02  -1.539204883335042011e-02  4.589075088500976562e+00
2.564483848195324781e-02  -1.225114902390406074e-01  3.551644917831790482e-01  4.674742105332853337e-02  -4.577699997502220064e-02  -3.750380190201900443e-02  4.620110988616943359e+00
5.100456557111694711e-02  -2.096601857661057888e-01  1.114892807339001424e+00  4.955756167204843077e-02  -1.112980138291408405e-02  -7.950031675785000640e-03  4.650276899337768555e+00
1.171521305678078495e-01  -7.647902858212669575e-01  2.401969159668815301e+00  6.064338678218065756e-03  -3.917027998331469585e-02  3.359062748420196115e-02  4.690823078155517578e+00
1.851811765211230920e-01  -1.267267270308561233e+00  3.141592653589793116e+00  7.337334479040819209e-03  -7.229582722675968742e-02  7.147992733961493206e-02  4.729690074920654297e+00
2.501209060638028836e-01  -1.478458213489088902e+00  3.141592653589793116e+00  -2.456609195788830510e-02  -1.038337647767690296e-02  1.107298844960557110e-01  4.762809038162231445e+00
3.015441027917495909e-01  -1.713844186896840593e+00  3.141592653589793116e+00  -5.286671712723330779e-02  -5.444175928274743587e-02  1.627469247159110954e-01  4.799424886703491211e+00
3.264474720469782154e-01  -1.771735073783392567e+00  3.141592653589793116e+00  -6.802673788785708331e-02  -2.203271941440274398e-02  1.910736840469824671e-01  4.828665971755981445e+00
3.769590813764348014e-01  -1.857981900978640910e+00  3.141592653589793116e+00  -8.796349449102905393e-02  6.593993974215326716e-03  2.269039121274767090e-01  4.859960079193115234e+00
4.226347619963170543e-01  -1.971279276447638784e+00  3.141592653589793116e+00  -1.140124841983330695e-01  -4.648699586593638827e-02  2.685319187943284169e-01  4.895977020263671875e+00
4.476608887990228824e-01  -2.041567831458148241e+00  3.141592653589793116e+00  -1.366616712668074773e-01  2.741875514225118951e-02  2.960334257799495106e-01  4.927016973495483398e+00
4.800047804615686364e-01  -2.106590211668254664e+00  3.141592613450396865e+00  -1.519887650369998178e-01  -4.258432846187663184e-02  3.222126882343021581e-01  4.956001043319702148e+00
5.115210364349374039e-01  -2.175219473367888678e+00  3.141592653589793116e+00  -1.871216086232342091e-01  -8.013839572424845403e-03  3.584827680783908010e-01  4.987334966659545898e+00
7.577052165760481683e-01  -2.658220813310783193e+00  3.141592653589793116e+00  -4.772391802623528467e-01  4.531152951836176813e-03  6.035709795696990732e-01  5.014609098434448242e+00
7.740765930611942514e-01  -2.698851204515282820e+00  3.141592653589793116e+00  -4.933754010706269955e-01  -2.607864472594282473e-02  6.211630919935067219e-01  5.050472974777221680e+00
7.917677333894503899e-01  -2.739755518253307986e+00  3.141592653589793116e+00  -5.184719129126886816e-01  -2.675357059503875173e-02  6.454949544641308545e-01  5.088881969451904297e+00
8.091558278349099131e-01  -2.773676687445580491e+00  3.141592653589793116e+00  -5.372869368623434116e-01  -1.101108161948054741e-02  6.686781199734281866e-01  5.119616031646728516e+00
8.301186804566973443e-01  -2.808397610707469294e+00  3.141592653589793116e+00  -5.529574350928287974e-01  -2.084492918187564811e-02  6.838930054839070793e-01  5.149456024169921875e+00
8.401603753924253848e-01  -2.821768891026981141e+00  3.141592653589793116e+00  -5.765723016492261266e-01  2.330464589017269827e-02  7.024666262152874374e-01  5.181427955627441406e+00
8.611771693467106248e-01  -2.836346709940545718e+00  3.141592653589793116e+00  -6.081275751117223294e-01  3.099486240699674683e-02  7.272205720848631261e-01  5.209970951080322266e+00
8.800494967845241545e-01  -2.861596054547094425e+00  3.141592653589793116e+00  -6.347049507779700672e-01  2.884298337098172363e-02  7.524418258618755795e-01  5.248416900634765625e+00
8.816051886628133438e-01  -2.855375089364915020e+00  3.141592653589793116e+00  -6.567526194860865418e-01  -4.010521925937139687e-02  7.574184293725721995e-01  5.283235073089599609e+00
1.000918557806967035e+00  -2.840469936550948482e+00  3.141592653589793116e+00  -9.403042478578180763e-01  2.236185118711500608e-02  9.837015607212938884e-01  5.319998979568481445e+00
9.989593971114142379e-01  -2.843592615428232495e+00  3.141592653589793116e+00  -9.587345838372899332e-01  7.368227651869904693e-02  9.969905792014823742e-01  5.353950023651123047e+00
1.005678325663230455e+00  -2.854184888082173632e+00  3.141592653589793116e+00  -9.794666374722704738e-01  1.024040375206114462e-01  1.010704991909866735e+00  5.391609907150268555e+00
1.002315052562820386e+00  -2.845398393737682774e+00  3.141592653589793116e+00  -9.877978617897786862e-01  1.683023513316366307e-02  1.015748028029858308e+00  5.419697046279907227e+00
