tif_tot   t1   iter_no
6.077002615346083214e-01  9.638256072998046875e+00  1.730000000000000000e+02
5.856938054139910754e-01  9.667006015777587891e+00  1.740000000000000000e+02
5.684789020273444127e-01  9.701709032058715820e+00  1.750000000000000000e+02
5.521610271140828807e-01  9.737096071243286133e+00  1.760000000000000000e+02
5.380102813499898495e-01  9.772268056869506836e+00  1.770000000000000000e+02
5.231480487047099892e-01  9.810271978378295898e+00  1.780000000000000000e+02
5.094306909457727572e-01  9.848520994186401367e+00  1.790000000000000000e+02
4.949241720846143666e-01  9.884922027587890625e+00  1.800000000000000000e+02
8.254961775968316928e-01  1.069599795341491699e+01  1.810000000000000000e+02
8.254412825812079690e-01  1.075148797035217285e+01  1.820000000000000000e+02
8.255350106184426995e-01  1.078155589103698730e+01  1.830000000000000000e+02
8.209542997795696850e-01  1.080907487869262695e+01  1.840000000000000000e+02
8.104928348120036263e-01  1.084257388114929199e+01  1.850000000000000000e+02
7.939521995251547226e-01  1.087987089157104492e+01  1.860000000000000000e+02
7.780108389848965356e-01  1.092316102981567383e+01  1.870000000000000000e+02
7.643178483400894230e-01  1.095880699157714844e+01  1.880000000000000000e+02
7.512134947313566791e-01  1.098781800270080566e+01  1.890000000000000000e+02
7.382237732681278253e-01  1.101899600028991699e+01  1.900000000000000000e+02
7.248873853075246121e-01  1.105117607116699219e+01  1.910000000000000000e+02
7.113328330941066646e-01  1.108397293090820312e+01  1.920000000000000000e+02
6.959051007055079285e-01  1.111991500854492188e+01  1.930000000000000000e+02
6.812581418071157469e-01  1.115207195281982422e+01  1.940000000000000000e+02
6.670131289134393349e-01  1.118364095687866211e+01  1.950000000000000000e+02
6.547060338314040218e-01  1.120940804481506348e+01  1.960000000000000000e+02
6.412461602946819550e-01  1.123960709571838379e+01  1.970000000000000000e+02
6.276665734619937265e-01  1.127404808998107910e+01  1.980000000000000000e+02
6.137224993728592759e-01  1.130582904815673828e+01  1.990000000000000000e+02
5.996006394885550206e-01  1.134147906303405762e+01  2.000000000000000000e+02
5.838761981268743018e-01  1.137694787979125977e+01  2.010000000000000000e+02
5.695813677892889171e-01  1.140987300872802734e+01  2.020000000000000000e+02
5.562574273571038175e-01  1.144087195396423340e+01  2.030000000000000000e+02
5.421842554495645006e-01  1.148145008087158203e+01  2.040000000000000000e+02
5.293377237295262550e-01  1.151756906509399414e+01  2.050000000000000000e+02
5.156925368306177759e-01  1.155329203605651855e+01  2.060000000000000000e+02
5.022117787738400452e-01  1.159449696540832520e+01  2.070000000000000000e+02
4.856465423868416842e-01  1.163469195365905762e+01  2.080000000000000000e+02
9.617774200304801679e-01  1.244640898704528809e+01  2.090000000000000000e+02
9.621135903471826900e-01  1.249255490303039551e+01  2.100000000000000000e+02
9.621127337210123587e-01  1.251966404914855957e+01  2.110000000000000000e+02
9.593119385026638302e-01  1.254846286773681641e+01  2.120000000000000000e+02
9.512943493986862897e-01  1.257989406585693359e+01  2.130000000000000000e+02
9.363744160469893441e-01  1.261946201324462891e+01  2.140000000000000000e+02
9.166614384617122191e-01  1.266469907760620117e+01  2.150000000000000000e+02
8.997361835639430261e-01  1.270452904701232910e+01  2.160000000000000000e+02
8.859663530771093587e-01  1.273648595809936523e+01  2.170000000000000000e+02
8.732749823448675563e-01  1.276711297035217285e+01  2.180000000000000000e+02
8.609219492877991931e-01  1.279924297332763672e+01  2.190000000000000000e+02
8.480344211269510435e-01  1.283504796028137207e+01  2.200000000000000000e+02
8.348225203054450150e-01  1.286840486526489258e+01  2.210000000000000000e+02
8.221394412751290570e-01  1.289794802665710449e+01  2.220000000000000000e+02
8.092809657510089405e-01  1.293147301673889160e+01  2.230000000000000000e+02
7.942602505113083300e-01  1.297110795974731445e+01  2.240000000000000000e+02
7.804406862630479669e-01  1.300313305854797363e+01  2.250000000000000000e+02
7.666212642207408390e-01  1.303428292274475098e+01  2.260000000000000000e+02
7.521969432371082842e-01  1.306976294517517090e+01  2.270000000000000000e+02
7.376062165606493970e-01  1.309875488281250000e+01  2.280000000000000000e+02
7.208504364720131896e-01  1.313943600654602051e+01  2.290000000000000000e+02
7.036133957160430885e-01  1.317499399185180664e+01  2.300000000000000000e+02
6.899084872961671611e-01  1.320338702201843262e+01  2.310000000000000000e+02
6.734280117849706926e-01  1.324022388458251953e+01  2.320000000000000000e+02
6.581296842963738625e-01  1.328614091873168945e+01  2.330000000000000000e+02
6.399824070300084156e-01  1.332956790924072266e+01  2.340000000000000000e+02
6.216900673631413632e-01  1.336905908584594727e+01  2.350000000000000000e+02
6.053926098300435044e-01  1.340318894386291504e+01  2.360000000000000000e+02
5.904973541700027084e-01  1.343750286102294922e+01  2.370000000000000000e+02
5.765209278056129261e-01  1.346641993522644043e+01  2.380000000000000000e+02
5.629799544266766986e-01  1.349509692192077637e+01  2.390000000000000000e+02
5.486700344003374585e-01  1.353334403038024902e+01  2.400000000000000000e+02
5.352027112949830912e-01  1.357187008857727051e+01  2.410000000000000000e+02
5.212923585059601184e-01  1.360926198959350586e+01  2.420000000000000000e+02
5.074498644887510679e-01  1.364982390403747559e+01  2.430000000000000000e+02
4.929099820450938418e-01  1.368081998825073242e+01  2.440000000000000000e+02
1.013675812700928658e+00  1.449331688880920410e+01  2.450000000000000000e+02
1.013204264844385305e+00  1.454380798339843750e+01  2.460000000000000000e+02
1.013342162276609448e+00  1.457182908058166504e+01  2.470000000000000000e+02
1.009508679501730954e+00  1.460166692733764648e+01  2.480000000000000000e+02
1.000205430477482782e+00  1.463524603843688965e+01  2.490000000000000000e+02
9.841513207711798383e-01  1.467600297927856445e+01  2.500000000000000000e+02
9.662413082697685063e-01  1.471511697769165039e+01  2.510000000000000000e+02
9.506021672375712939e-01  1.474943590164184570e+01  2.520000000000000000e+02
9.361662144211049252e-01  1.478403401374816895e+01  2.530000000000000000e+02
9.231055038394030410e-01  1.481837201118469238e+01  2.540000000000000000e+02
9.104485813974469988e-01  1.485313987731933594e+01  2.550000000000000000e+02
8.979678627576356265e-01  1.488457107543945312e+01  2.560000000000000000e+02
8.849588004620108084e-01  1.491574406623840332e+01  2.570000000000000000e+02
8.720674994151573767e-01  1.494763708114624023e+01  2.580000000000000000e+02
8.588768044076156016e-01  1.498169589042663574e+01  2.590000000000000000e+02
8.453620307643078258e-01  1.501294803619384766e+01  2.600000000000000000e+02
8.319940847118380001e-01  1.504150795936584473e+01  2.610000000000000000e+02
8.185684384127267510e-01  1.507502698898315430e+01  2.620000000000000000e+02
8.048174229635092214e-01  1.510246491432189941e+01  2.630000000000000000e+02
7.929002010062281558e-01  1.513235306739807129e+01  2.640000000000000000e+02
7.784869691514983980e-01  1.516723704338073730e+01  2.650000000000000000e+02
7.643041423281740077e-01  1.520035099983215332e+01  2.660000000000000000e+02
7.505364996900683039e-01  1.523572993278503418e+01  2.670000000000000000e+02
7.362125352222681496e-01  1.526774406433105469e+01  2.680000000000000000e+02
7.215490260171677495e-01  1.529708504676818848e+01  2.690000000000000000e+02
7.069892214907884664e-01  1.533335399627685547e+01  2.700000000000000000e+02
6.902343662946290870e-01  1.537072300910949707e+01  2.710000000000000000e+02
6.728692300832010975e-01  1.541343498229980469e+01  2.720000000000000000e+02
6.555401326216738767e-01  1.545197606086730957e+01  2.730000000000000000e+02
6.395874297548136411e-01  1.548610496520996094e+01  2.740000000000000000e+02
6.247655105330345293e-01  1.551833701133728027e+01  2.750000000000000000e+02
6.104501652562868141e-01  1.554649090766906738e+01  2.760000000000000000e+02
5.948054826579095566e-01  1.559059596061706543e+01  2.770000000000000000e+02
5.772897181104127418e-01  1.563789987564086914e+01  2.780000000000000000e+02
5.606292807611847895e-01  1.567256999015808105e+01  2.790000000000000000e+02
5.457033477308785852e-01  1.571432399749755859e+01  2.800000000000000000e+02
5.306850723818663518e-01  1.575522589683532715e+01  2.810000000000000000e+02
5.161790314819987291e-01  1.579316091537475586e+01  2.820000000000000000e+02
5.026171327739229477e-01  1.583298897743225098e+01  2.830000000000000000e+02
4.859084286126573171e-01  1.587341904640197754e+01  2.840000000000000000e+02
1.034442532348193167e+00  1.667995500564575195e+01  2.850000000000000000e+02
1.034377467568172726e+00  1.671879005432128906e+01  2.860000000000000000e+02
1.034120701249935825e+00  1.675046086311340332e+01  2.870000000000000000e+02
1.030030273416606690e+00  1.678177595138549805e+01  2.880000000000000000e+02
1.018319940229403642e+00  1.681713604927062988e+01  2.890000000000000000e+02
1.001897475086392264e+00  1.685556101799011230e+01  2.900000000000000000e+02
9.852768022331319653e-01  1.689504504203796387e+01  2.910000000000000000e+02
9.690534611019718803e-01  1.694097304344177246e+01  2.920000000000000000e+02
9.523430289234890989e-01  1.698222708702087402e+01  2.930000000000000000e+02
9.380960688323080054e-01  1.701982688903808594e+01  2.940000000000000000e+02
9.227873351500675003e-01  1.705445790290832520e+01  2.950000000000000000e+02
9.088598826522693575e-01  1.708889794349670410e+01  2.960000000000000000e+02
8.949118983736851218e-01  1.712267208099365234e+01  2.970000000000000000e+02
8.809110721279316270e-01  1.715790796279907227e+01  2.980000000000000000e+02
8.658654488361214874e-01  1.719199991226196289e+01  2.990000000000000000e+02
8.513298391668269183e-01  1.722886705398559570e+01  3.000000000000000000e+02
8.339407334384810744e-01  1.727510595321655273e+01  3.010000000000000000e+02
8.178837967933070274e-01  1.730662608146667480e+01  3.020000000000000000e+02
8.030113216225596151e-01  1.734051108360290527e+01  3.030000000000000000e+02
7.872817354191895545e-01  1.737971186637878418e+01  3.040000000000000000e+02
7.719836181268078246e-01  1.741116690635681152e+01  3.050000000000000000e+02
7.549477734988908617e-01  1.744739603996276855e+01  3.060000000000000000e+02
7.391599780258811814e-01  1.748055386543273926e+01  3.070000000000000000e+02
7.238116039631378174e-01  1.751141905784606934e+01  3.080000000000000000e+02
7.106683469663798158e-01  1.754094195365905762e+01  3.090000000000000000e+02
6.950567589720343387e-01  1.757617187500000000e+01  3.100000000000000000e+02
6.787932257021378479e-01  1.761701393127441406e+01  3.110000000000000000e+02
6.616869509539622385e-01  1.765410900115966797e+01  3.120000000000000000e+02
6.461719310168958508e-01  1.769265890121459961e+01  3.130000000000000000e+02
6.300650889786632014e-01  1.772940492630004883e+01  3.140000000000000000e+02
6.130127805648959427e-01  1.777064895629882812e+01  3.150000000000000000e+02
5.956021074175811281e-01  1.780664801597595215e+01  3.160000000000000000e+02
5.795886314485934054e-01  1.784265398979187012e+01  3.170000000000000000e+02
5.635506871703768184e-01  1.788181304931640625e+01  3.180000000000000000e+02
5.479900841982787707e-01  1.791893005371093750e+01  3.190000000000000000e+02
5.332387260942462737e-01  1.796064591407775879e+01  3.200000000000000000e+02
5.177705479333349903e-01  1.800111699104309082e+01  3.210000000000000000e+02
5.030284028468677837e-01  1.804148793220520020e+01  3.220000000000000000e+02
4.889214163723241136e-01  1.807670998573303223e+01  3.230000000000000000e+02
9.602205797984916247e-01  1.888395094871520996e+01  3.240000000000000000e+02
9.602436881147016212e-01  1.893041992187500000e+01  3.250000000000000000e+02
9.600429431850465711e-01  1.896420097351074219e+01  3.260000000000000000e+02
9.556859241647809311e-01  1.899620699882507324e+01  3.270000000000000000e+02
9.437718580563315696e-01  1.902992606163024902e+01  3.280000000000000000e+02
9.259043881915927088e-01  1.907235407829284668e+01  3.290000000000000000e+02
9.068899570547850342e-01  1.912042903900146484e+01  3.300000000000000000e+02
8.920728208496060407e-01  1.915688204765319824e+01  3.310000000000000000e+02
8.775032299251268597e-01  1.919116401672363281e+01  3.320000000000000000e+02
8.643140960386377358e-01  1.922483897209167480e+01  3.330000000000000000e+02
8.513845379039943762e-01  1.925927400588989258e+01  3.340000000000000000e+02
8.372703682000408598e-01  1.929524588584899902e+01  3.350000000000000000e+02
8.237856941738503913e-01  1.932834291458129883e+01  3.360000000000000000e+02
8.102749964280593353e-01  1.936544895172119141e+01  3.370000000000000000e+02
7.971619811313780390e-01  1.939571690559387207e+01  3.380000000000000000e+02
7.820208667611368014e-01  1.942998003959655762e+01  3.390000000000000000e+02
7.675617775295462408e-01  1.946661090850830078e+01  3.400000000000000000e+02
7.528562516580969977e-01  1.950010108947753906e+01  3.410000000000000000e+02
7.383382185665940955e-01  1.953229188919067383e+01  3.420000000000000000e+02
7.215991228794527146e-01  1.956663894653320312e+01  3.430000000000000000e+02
7.056973706815872216e-01  1.960176086425781250e+01  3.440000000000000000e+02
6.887818427161847001e-01  1.963932299613952637e+01  3.450000000000000000e+02
6.731851251740285091e-01  1.967041802406311035e+01  3.460000000000000000e+02
6.565987299673716748e-01  1.971036100387573242e+01  3.470000000000000000e+02
6.412698910274550190e-01  1.975394892692565918e+01  3.480000000000000000e+02
6.267492091660621378e-01  1.978876495361328125e+01  3.490000000000000000e+02
6.106279363612772126e-01  1.982266092300415039e+01  3.500000000000000000e+02
5.954108917423623915e-01  1.985670495033264160e+01  3.510000000000000000e+02
5.796073906851877400e-01  1.989542698860168457e+01  3.520000000000000000e+02
5.636762718670078609e-01  1.993927597999572754e+01  3.530000000000000000e+02
5.477921462938857289e-01  1.998008799552917480e+01  3.540000000000000000e+02
5.329654073595182506e-01  2.001572299003601074e+01  3.550000000000000000e+02
5.138441817413716972e-01  2.008148908615112305e+01  3.560000000000000000e+02
4.966085107934407050e-01  2.011656904220581055e+01  3.570000000000000000e+02
9.190517474130689424e-01  2.093792295455932617e+01  3.580000000000000000e+02
9.192367043454324760e-01  2.099167799949645996e+01  3.590000000000000000e+02
9.192464139051459426e-01  2.102179408073425293e+01  3.600000000000000000e+02
9.147100573584552308e-01  2.105164599418640137e+01  3.610000000000000000e+02
9.017891998594345093e-01  2.109284186363220215e+01  3.620000000000000000e+02
8.840672762731044410e-01  2.113017106056213379e+01  3.630000000000000000e+02
8.671382144349204513e-01  2.117019701004028320e+01  3.640000000000000000e+02
8.519850855373767295e-01  2.120637893676757812e+01  3.650000000000000000e+02
8.389494740877212475e-01  2.123896193504333496e+01  3.660000000000000000e+02
8.267481777249708896e-01  2.127273797988891602e+01  3.670000000000000000e+02
8.144208915899961987e-01  2.130589604377746582e+01  3.680000000000000000e+02
8.019884153669214477e-01  2.133963799476623535e+01  3.690000000000000000e+02
7.895003823404485033e-01  2.136938905715942383e+01  3.700000000000000000e+02
7.747693674422780896e-01  2.140757107734680176e+01  3.710000000000000000e+02
7.601844330903727576e-01  2.144153904914855957e+01  3.720000000000000000e+02
7.456575080271387046e-01  2.147712492942810059e+01  3.730000000000000000e+02
7.290128608976457203e-01  2.151237797737121582e+01  3.740000000000000000e+02
7.130877563014539344e-01  2.154461789131164551e+01  3.750000000000000000e+02
6.998165675421103016e-01  2.157206296920776367e+01  3.760000000000000000e+02
6.856639830895470133e-01  2.160602807998657227e+01  3.770000000000000000e+02
6.693178950465381583e-01  2.164077687263488770e+01  3.780000000000000000e+02
6.527752657218286458e-01  2.167935895919799805e+01  3.790000000000000000e+02
6.364673717375752826e-01  2.171954393386840820e+01  3.800000000000000000e+02
6.211051056852989749e-01  2.175333404541015625e+01  3.810000000000000000e+02
6.065623317751231980e-01  2.178950500488281250e+01  3.820000000000000000e+02
5.905156964001703201e-01  2.182578206062316895e+01  3.830000000000000000e+02
5.758730014021018473e-01  2.186114597320556641e+01  3.840000000000000000e+02
5.591208002973940827e-01  2.190856790542602539e+01  3.850000000000000000e+02
5.439140194271591122e-01  2.194823908805847168e+01  3.860000000000000000e+02
5.276158157561036122e-01  2.199576497077941895e+01  3.870000000000000000e+02
5.111616330513049089e-01  2.204273796081542969e+01  3.880000000000000000e+02
